"Insect_Species","Rank","ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Mean_Abundance_Percent"
"Phoridae sp.",26,"006b143faa42f599250d6c44da161607","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Ruminococcaceae",NA,NA,0.2192
"Phoridae sp.",27,"4bc01bc8f96d637800d5b73e009374c2","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Savagea","Savagea faecisuis",0.1952
"Phoridae sp.",28,"11f0558dca37009cbf1a6083b0b658e5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334",NA,NA,0.1918
"Phoridae sp.",29,"c0bd493b8ee3f248ce1b25e83e2b1737","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae",NA,NA,0.1884
"Phoridae sp.",30,"b3d2cc3b9f0184830bec2ef73bcc6166","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_343473",NA,0.1781
"Phoridae sp.",31,"cc761daf51f27c423da57f3f1f0ff5cc","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_680892","Pantoea_680069",NA,0.1781
"Phoridae sp.",32,"004ca812bb80eaaa3a9b5c4bb99301fb","d__Bacteria",NA,NA,NA,NA,NA,NA,0.1747
"Phoridae sp.",33,"0ff734403489e666f1cced7c8c2bfd76","d__Bacteria","Actinomycetota",NA,NA,NA,NA,NA,0.1644
"Phoridae sp.",34,"119b70614392764602bb20f8bbe8f960","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866",NA,NA,NA,0.161
"Phoridae sp.",35,"bb8f4a2b2d923fdbf38a5caad4146f87","d__Bacteria",NA,NA,NA,NA,NA,NA,0.1575
"Phoridae sp.",36,"c7c19a754edfd900147852f8c9b7a3dd","d__Bacteria",NA,NA,NA,NA,NA,NA,0.1438
"Phoridae sp.",37,"190a049caad3a0453339204032c4e5e4","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales_A","Anaplasmataceae_550576","Wolbachia","Wolbachia pipientis_A_550493",0.137
"Phoridae sp.",38,"3ac16d9edd47d9d43ad197ccf971d23b","d__Bacteria","Bacillota_A_368345","Clostridia_258483","UBA1381","UBA1381","Hominilimicola","Hominilimicola sp001941225",0.137
"Phoridae sp.",39,"a3cb2c55a55ab7aa0e368805ada1d320","d__Bacteria","Actinomycetota",NA,NA,NA,NA,NA,0.1027
"Phoridae sp.",40,"bee06a7da81f53f7cd269e5c282a21f2","d__Bacteria",NA,NA,NA,NA,NA,NA,0.089
"Phoridae sp.",41,"ce0aec422c50993ec1ff05d53dda8c5b","d__Bacteria",NA,NA,NA,NA,NA,NA,0.0822
"Phoridae sp.",42,"36b543907ed2e4e4c2415e0462afed3d","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Paeniglutamicibacter",NA,0.0822
"Phoridae sp.",43,"3d0325f7abc71f8be33b57acc514c3ca","d__Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Stercorousia",NA,0.0753
"Phoridae sp.",44,"6bee59edd23befe86742f21dee8d953a","d__Bacteria",NA,NA,NA,NA,NA,NA,0.0753
"Phoridae sp.",45,"96a09a10dbd45a2a904268a56b662315","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Oscillospiraceae_88309","Faecousia",NA,0.0719
"Phoridae sp.",46,"57e36bb4cfe1cc4a1db57fce5e616a21","d__Bacteria",NA,NA,NA,NA,NA,NA,0.0685
"Phoridae sp.",47,"12b5c766540f68c8245bc01a1de4d781","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_650611","Pseudomonadaceae","Thiopseudomonas","Thiopseudomonas alkaliphila",0.0685
"Phoridae sp.",48,"706565c9edb3220f76cb5cc27b4a7177","d__Bacteria","Bacillota_A_368345","Clostridia_258483","UBA1381","UBA1381","Hominilimicola","Hominilimicola sp001941225",0.0651
"Phoridae sp.",49,"5f0193dbccf61a4d1b9fe59e100183b2","d__Bacteria","Bacillota_A_368345","Clostridia_258483","TANB77","CAG-508","CAG-269","CAG-269 sp000431335",0.0616
"Phoridae sp.",50,"97e58f0c921abc668728f78ee94f3d93","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Christensenellales","Aristaeellaceae",NA,NA,0.0582
"Necrodes surinamensis",1,"e8c4470cea2d0aad86e0fbaa03d2f750","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,24.1726
"Necrodes surinamensis",2,"b060079a052d8ef0971aa8faf2adb85c","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,10.0029
"Necrodes surinamensis",3,"04524511556ae43c41266c364d115459","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,9.3244
"Necrodes surinamensis",4,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",7.4229
"Necrodes surinamensis",5,"25e08dfa67892716a163df95d0cb4652","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,4.9061
"Necrodes surinamensis",6,"69cb94bc7147e79c931c6c3fe7c5c4b1","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas","Wohlfahrtiimonas chitiniclastica",3.8962
"Necrodes surinamensis",7,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,3.6691
"Necrodes surinamensis",8,"21610dcbd05af4529071c39e2997cf17","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Metalysinibacillus",NA,3.192
"Necrodes surinamensis",9,"4005f039311a1265dd8f02e81c3bbd8f","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,2.5864
"Necrodes surinamensis",10,"7339301f770131bd35e653eda2ac5106","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria","Ignatzschineria larvae",2.5111
"Necrodes surinamensis",11,"f17aa6c7d60aa9f234c8ad6f97c17d47","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,2.3832
"Necrodes surinamensis",12,"9908fffab7ed4f3bec44cda2f5084d49","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,2.15
"Necrodes surinamensis",13,"88475c7df6235b7d68d8b1128b1d8d73","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,1.4982
"Necrodes surinamensis",14,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,1.4463
"Necrodes surinamensis",15,"7b9c8d4a1896d84d92ab4820edd025a6","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Mammaliicoccus_319278","Mammaliicoccus lentus",1.2835
"Necrodes surinamensis",16,"6755be0886d71fa083effb1d8a810d69","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,1.0576
"Necrodes surinamensis",17,"69ec3e28b929c43933d0295750bb53aa","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,1.0127
"Necrodes surinamensis",18,"f40a4e449931e18bbc267129496cc5f4","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.962
"Necrodes surinamensis",19,"c71a0b723402b8d3e22b6af121320ea5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.9503
"Necrodes surinamensis",20,"e20080c3550b1318bbb29e84d651c014","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.9343
"Necrodes surinamensis",21,"26b49807524ea843053eb0ed326b69eb","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_660879","Moraxellaceae","Psychrobacter",NA,0.7375
"Necrodes surinamensis",22,"7b46269976203c4b677141e236344faf","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_T","Clostridium_T cagae",0.6484
"Necrodes surinamensis",23,"6a7a6fed3a850c6bab631c438c0556c4","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,0.6302
"Necrodes surinamensis",24,"720bbb0411edd2b97a8cc3d66e3b47e0","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.5339
"Necrodes surinamensis",25,"bdf8a26094624622d68509a87fa75ba7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_B_310392","Bacillaceae_G","Bacillus_A",NA,0.5151
"Necrodes surinamensis",26,"556864a5da3a811b67be9fc73488e926","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,0.5026
"Necrodes surinamensis",27,"4a6feebc6529ea1d4fe69492d45d4f34","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Mammaliicoccus_319278","Mammaliicoccus vitulinus",0.48
"Necrodes surinamensis",28,"babe12231a96c828ad12034473c36019","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas","Wohlfahrtiimonas populi",0.4557
"Necrodes surinamensis",29,"f212ad3759f4319aaa51f9a2dc5be324","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae",NA,NA,0.4426
"Necrodes surinamensis",30,"3073690a8233475dcf5f6d739def1bb5","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Savagea","Savagea sp009740415",0.4263
"Necrodes surinamensis",31,"f5a804d142e6d51705b5e75147cfdaf8","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium stationis",0.3994
"Necrodes surinamensis",32,"bbaaa7ba236e2690282e5c3c9194e68e","d__Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales",NA,NA,NA,0.3403
"Necrodes surinamensis",33,"31f71ce5b3e181687916a3ce57c0e880","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Dietzia","Dietzia lutea",0.333
"Necrodes surinamensis",34,"737c098d1007948d40e6cbaf904b72d9","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",0.3314
"Necrodes surinamensis",35,"2eef049632564c8c90f7f53361789066","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Sporosarcina","Sporosarcina ureilytica",0.3089
"Necrodes surinamensis",36,"c0bd493b8ee3f248ce1b25e83e2b1737","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae",NA,NA,0.2668
"Necrodes surinamensis",37,"6172127887e2b9fc11985c09549f5e69","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Gordonia_B_376796",NA,0.2448
"Necrodes surinamensis",38,"5f858d28e5aa8f082a62e851316363b7","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium urealyticum",0.2316
"Necrodes surinamensis",39,"93663714dc8c5b78b489a0f7200ea4e1","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.2232
"Necrodes surinamensis",40,"20979f335a9c148e208fea9ff795b1f9","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae",NA,NA,0.2229
"Necrodes surinamensis",41,"5c664a2c162271deb11541a9030ac243","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_T","Clostridium_T septicum",0.2176
"Necrodes surinamensis",42,"ab45b15586ed915aaff3b2af4896478e","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_B_877923","Weeksellaceae","Chryseobacterium_A_796612",NA,0.1826
"Necrodes surinamensis",43,"e11797823365f8cfd8b44986f715c53e","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae",NA,NA,0.1797
"Necrodes surinamensis",44,"bc6c345a2feb70d3210ba7f89530c5b0","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Salinicoccaceae","Jeotgalicoccus_A_310962",NA,0.1777
"Necrodes surinamensis",45,"65641452be75528754b5ae258ba661c1","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Aerococcaceae","Aerococcus",NA,0.1646
"Necrodes surinamensis",46,"006b143faa42f599250d6c44da161607","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Ruminococcaceae",NA,NA,0.1571
"Necrodes surinamensis",47,"5ccd30281011c170e7e836bc752205e6","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_660879","Moraxellaceae","Psychrobacter","Psychrobacter pulmonis",0.1431
"Necrodes surinamensis",48,"4f4800184a5b1352ceb267eaf35d2e41","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter","Glutamicibacter soli",0.1395
"Necrodes surinamensis",49,"b3d2cc3b9f0184830bec2ef73bcc6166","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_343473",NA,0.1336
"Necrodes surinamensis",50,"df4c03a471633d76e7e2f5beb8a78af7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Sporosarcina",NA,0.1299
"Deltochilum gibbosum",1,"f17aa6c7d60aa9f234c8ad6f97c17d47","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,47.0028
"Deltochilum gibbosum",2,"bb7e5c6df18c100b97f890fc35eb2911","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Proteus",NA,12.1489
"Deltochilum gibbosum",3,"69cb94bc7147e79c931c6c3fe7c5c4b1","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas","Wohlfahrtiimonas chitiniclastica",8.426
"Deltochilum gibbosum",4,"1ceb2379fdc16d3bf512df6760eeef7a","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921","Peptostreptococcus","Peptostreptococcus russellii_A",7.6688
"Deltochilum gibbosum",5,"b4bb370a59f2637d406ccc0f5a1b2a1e","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Morganella",NA,4.093
"Deltochilum gibbosum",6,"38eaa8f3d127290bf06b9a82171c37c0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Proteus",NA,3.2487
"Deltochilum gibbosum",7,"11f0558dca37009cbf1a6083b0b658e5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334",NA,NA,2.9744
"Deltochilum gibbosum",8,"737c098d1007948d40e6cbaf904b72d9","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",2.7887
"Deltochilum gibbosum",9,"945184b6386c192c0066e0a98a154780","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,2.0186
"Deltochilum gibbosum",10,"d33a7aabcdc1e0333098f947030dce15","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Providencia_B_732255","Providencia_B_732255 huaxiensis",1.5272
"Deltochilum gibbosum",11,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,1.19
"Deltochilum gibbosum",12,"e8c4470cea2d0aad86e0fbaa03d2f750","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.71
"Deltochilum gibbosum",13,"720bbb0411edd2b97a8cc3d66e3b47e0","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.6143
"Deltochilum gibbosum",14,"c2d798025bb5abf7fe175ee6c89f119b","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",0.5714
"Deltochilum gibbosum",15,"e20080c3550b1318bbb29e84d651c014","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.5357
"Deltochilum gibbosum",16,"21610dcbd05af4529071c39e2997cf17","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Metalysinibacillus",NA,0.4086
"Deltochilum gibbosum",17,"4120f78e3d25b64dfc2df8c9e795391b","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Morganella",NA,0.4072
"Deltochilum gibbosum",18,"7b46269976203c4b677141e236344faf","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_T","Clostridium_T cagae",0.3743
"Deltochilum gibbosum",19,"60b28cebb146d4a3166c1a9ba0dc2fc6","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Peptoniphilus_B_226807","Peptoniphilus_B_226807 stercorisuis",0.3672
"Deltochilum gibbosum",20,"d144ad63781aba7f071d2b756859fe6d","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732679",NA,NA,0.3386
"Deltochilum gibbosum",21,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",0.3243
"Deltochilum gibbosum",22,"37f60e1f5a72f3aa23ee073f1d36cab2","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,0.28
"Deltochilum gibbosum",23,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.2271
"Deltochilum gibbosum",24,"b060079a052d8ef0971aa8faf2adb85c","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.1829
"Deltochilum gibbosum",25,"9e68b6a41fda804559c3b1b7dbbf33a4","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Miniphocaeibacter","Miniphocaeibacter sp012841535",0.1557
"Deltochilum gibbosum",26,"1978d97da243acfe2bc903bcf0597b6b","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.1386
"Deltochilum gibbosum",27,"1cd3a0df54ca4d5b91902df27212fca5","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.1371
"Deltochilum gibbosum",28,"82dece6e35540738ba450a0c3a90b5a0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_729055","Serratia_L_726994",NA,0.11
"Deltochilum gibbosum",29,"6755be0886d71fa083effb1d8a810d69","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.0971
"Deltochilum gibbosum",30,"bdf8a26094624622d68509a87fa75ba7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_B_310392","Bacillaceae_G","Bacillus_A",NA,0.0957
"Deltochilum gibbosum",31,"e5a9ab4e7c3ae6755d2553de8cbe912f","d__Bacteria","Desulfobacterota_G_459543","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA,NA,0.0629
"Deltochilum gibbosum",32,"6a7a6fed3a850c6bab631c438c0556c4","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,0.06
"Deltochilum gibbosum",33,"7b9c8d4a1896d84d92ab4820edd025a6","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Mammaliicoccus_319278","Mammaliicoccus lentus",0.0529
"Deltochilum gibbosum",34,"a690bab09a7752a35adce42fa7894e05","d__Bacteria","Desulfobacterota_G_459543","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Frigididesulfovibrio_A_446422","Frigididesulfovibrio cuneatus",0.0514
"Deltochilum gibbosum",35,"c22b16cc6108c04f29fea3b6d4c81571","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_660879","Moraxellaceae","Acinetobacter",NA,0.0486
"Deltochilum gibbosum",36,"04524511556ae43c41266c364d115459","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.0443
"Deltochilum gibbosum",37,"25fe23e989514e818f4bc1f680ad6da1","d__Bacteria","Bacillota_I","Bacilli_A","Exiguobacterales","Exiguobacteraceae","Exiguobacterium_A",NA,0.0414
"Deltochilum gibbosum",38,"7ce5d9fc6c941d7b880ae3b41176bc43","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Gordonia_B_376796",NA,0.0329
"Deltochilum gibbosum",39,"0246fa62b3f359ffe105c2390484bcad","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides_E_857960",NA,0.0314
"Deltochilum gibbosum",40,"657fb6a1c477651ddd136c71e5b6bdee","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.0286
"Deltochilum gibbosum",41,"f5a804d142e6d51705b5e75147cfdaf8","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium stationis",0.0271
"Deltochilum gibbosum",42,"28d7941cd715d10eff3f680db6297bc2","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA,NA,0.0257
"Deltochilum gibbosum",43,"99e433a3ce4d5290445f668df2c9147e","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_650611","Pseudomonadaceae","Pseudomonas_E_647464",NA,0.0257
"Deltochilum gibbosum",44,"37e4afcf18b6358226cd98ae4eb4250c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,0.0243
"Deltochilum gibbosum",45,"bf30837c9ffa331c74cd7f9dcb232d82","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA,NA,0.0229
"Deltochilum gibbosum",46,"f212ad3759f4319aaa51f9a2dc5be324","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae",NA,NA,0.0229
"Deltochilum gibbosum",47,"31f71ce5b3e181687916a3ce57c0e880","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Dietzia","Dietzia lutea",0.0214
"Deltochilum gibbosum",48,"753349592e2913a7a83c0d8afbfb22be","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae",NA,NA,0.02
"Deltochilum gibbosum",49,"c06ccd1f7d57566ef669942328b1a946","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_650611","Pseudomonadaceae",NA,NA,0.02
"Deltochilum gibbosum",50,"1368aca6d12ec4a9bbf16a2ff67104e1","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Kocuria",NA,0.0186
"Omorgus sp.",1,"31ffb0b0fc1f8adf315ccce1c274dc07","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus","Amaricoccus macauensis",6.5052
"Omorgus sp.",2,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,5.9196
"Omorgus sp.",3,"c9ae939a651974d5565dc8992d7bc12c","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,3.8243
"Omorgus sp.",4,"a7da93a9744a7863292bcf97d47b6a10","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,3.7964
"Omorgus sp.",5,"81fb0052249f55f81a453b20eb25ddaf","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_726016",NA,NA,3.3319
"Omorgus sp.",6,"556864a5da3a811b67be9fc73488e926","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,3.2497
"Omorgus sp.",7,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",3.2261
"Omorgus sp.",8,"a654f55b36c496a457a9ac36f4038406","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA,2.7858
"Omorgus sp.",9,"31f71ce5b3e181687916a3ce57c0e880","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Dietzia","Dietzia lutea",2.3746
"Omorgus sp.",10,"21610dcbd05af4529071c39e2997cf17","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Metalysinibacillus",NA,2.309
"Omorgus sp.",11,"37406d2e1874ec3bee6f5b88d22b84d0","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides_A_392796",NA,2.2714
"Omorgus sp.",12,"6a7a6fed3a850c6bab631c438c0556c4","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,2.1748
"Omorgus sp.",13,"95481b3a01afaf660e4e05b87144c8c5","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales",NA,NA,NA,1.9267
"Omorgus sp.",14,"945184b6386c192c0066e0a98a154780","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,1.7129
"Omorgus sp.",15,"737c098d1007948d40e6cbaf904b72d9","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",1.6686
"Omorgus sp.",16,"26f622793eef86446f4ba5d34dee1184","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,1.6374
"Omorgus sp.",17,"69ec3e28b929c43933d0295750bb53aa","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,1.4798
