"ec","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"3.2.1.183",12694.79,3339.5,5560.32,9422.4,1961.29,4323,8668,66,1773.56,6064.5,9245.36,3526.28,1185.64,3059,8027.33,12491.5,23057.45,2209.8,5394.5,3092.5,6258.136,"UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)"
"2.7.4.16",12515.79,2948.83,5402.39,8525.57,2239.79,5410.2,5239.75,1087,17986.41,5838.5,5419.69,4117.68,545.21,2919.67,8960.11,6607.83,17317.71,905.94,6839,3315.75,6207.141,"Thiamine-phosphate kinase"
"6.2.1.30",12866.55,3283.5,1848.96,8599.48,9228.72,4178.5,5172,324,17842.22,6192.5,5520.25,9278.69,1508.87,2864.29,9133.16,6645.49,6017.97,968.06,9175.9,3054.5,6185.1805,"Phenylacetate--CoA ligase"
"4.1.1.17",12526.79,2793.5,8507.99,8413.5,9025.29,5685.2,4171.75,912,1315.36,5406.5,5425.79,4308.84,5105.57,2877.71,8119.75,6797.07,14770.07,755.75,13593.5,3148.75,6183.034,"Ornithine decarboxylase"
"1.11.1.10",1053.29,2212.13,2058.78,5207.7,52.6,15867,370,1437.4,8114,1360.39,5135.43,14918.69,6653.62,472.16,6762.38,1345.37,7096.01,28527.18,2350.37,12156.6,6157.555,"Chloride peroxidase"
"3.4.24.70",12548.79,2757.16,5019.73,8471.4,2291.03,4763,5239.75,348,17950.41,5828.5,5391.36,4756.93,489.54,2881,8843.01,6483.33,16928.37,756.83,6887.75,3315.75,6097.582,"Oligopeptidase A"
"1.5.1.36",12533.5,3322.83,881.86,8357,20127.46,17034.5,4114,212,1296.97,5253.5,5123.9,1668.04,15909.57,2738,7165.75,5898.5,493.5,196.5,6669.5,2887.5,6094.219,"Flavin reductase (NADH)"
"2.7.1.193",12795.91,2967.83,5810.16,9271,11476.29,18878.5,4248,331,2770.19,5534.82,6288.95,5256.73,6991.81,3099.74,7193.11,6679.41,405.52,2496.64,5899.77,2910.5,6065.294,"phosphotransferase"
"3.3.1.1",12519.5,3279.16,1727.95,8505.07,4588.46,3779.7,5206.75,1087,17974.22,5866.5,5434.83,3299.83,468.07,2807.96,9147.73,6052.83,18449.48,890.24,6896.6,3315.75,6064.8815,"Adenosylhomocysteinase"
"3.6.3.35",94.38,1907.28,669.87,4204,214.1,15926.8,209,298.4,7415.13,1275.3,4037.93,14693.04,6483.12,159.5,6834.66,2586.66,7170.91,26412.9,8417.29,12221,6061.5635,"Transferred entry 7.2.2.5"
"2.3.1.204",92.38,3641.68,386.31,47,2592.2,30342.6,418,262.8,5757.93,1805.27,2008.13,19998.99,10839.14,35.5,7647.03,1672.66,6522.2,1208.04,8967.66,16962,6060.376,"Octanoyl-[GcvH]:protein N-octanoyltransferase"
"4.4.1.15",12483.79,2630.5,5351.82,12515.17,2718.72,3747,4246,186,4514.86,5548.5,8263.09,2756.32,248.4,3024,9843.72,7336.57,2451.07,26013.64,4305.5,2887.5,6053.6085,"D-cysteine desulfhydrase"
"4.99.1.3",1496.85,849.39,5633.65,6079.94,15920.08,1426,1022.75,165,23697.26,1246.42,4859.71,3957.93,5972.67,334.87,3158.99,2199.36,3206.81,28706.11,9689.79,451.85,6003.7715,"Sirohydrochlorin cobaltochelatase"
"1.1.1.6",244.9,1921.4,5495.44,1840.8,7395.85,43733.3,411.75,158.4,5183.84,1190.44,2748.03,13856.57,7026.33,245.43,4108.94,1099.5,3096.29,3584.34,4246.32,12417.25,6000.256,"Glycerol dehydrogenase"
"6.3.5.11",1234.85,516.06,5731.81,5199.94,16189.08,2053.2,992.75,1077,23149.26,795.42,4655.71,3815.77,5506.56,328.54,3416.89,2049.8,4432.63,28781.91,9618.69,451.85,5999.886,"Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)"
"6.3.5.9",1234.85,516.06,5731.81,5199.94,16189.08,2053.2,992.75,1077,23149.26,795.42,4655.71,3815.77,5506.56,328.54,3416.89,2049.8,4432.63,28781.91,9618.69,451.85,5999.886,"Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)"
"3.6.1.22",13745.15,2682.16,5602.68,8619.8,8903.44,3746,4257.75,149,1734.92,5693.32,5821.36,3933.36,2426.55,2942.03,9425.35,6804.66,18725.75,1209.13,10419.38,3148.75,5999.527,"NAD(+) diphosphatase"
"3.6.3.15",1262.19,55.73,1928.09,5606.2,10025.4,28022,0,0,6104.09,900.92,4545.13,1890.58,3309.63,232.16,6472.36,1894.31,11155.86,28680.34,7885.22,6.6,5998.8405,"Transferred entry 7.2.2.1"
"3.2.1.14",12575.15,3252.5,3517.09,8359.5,6308.58,4107,5233,282,18017.94,5521.17,5145.37,6627.38,9943.54,6183.65,7361.53,5913.3,2090.43,271.42,5970.07,3054.5,5986.756,"Chitinase"
"5.4.99.60",1025.69,817.73,5680.31,5196.27,16109.98,2063.2,992.75,1077,23105.26,823.42,4626.38,3744.54,5506.56,328.54,3376.59,2039.8,4293.03,28626.11,9586.59,451.85,5973.58,"Cobalt-precorrin-8 methylmutase"
"5.4.99.61",1025.69,817.73,5680.31,5196.27,16109.98,2063.2,992.75,1077,23105.26,823.42,4626.38,3744.54,5506.56,328.54,3376.59,2039.8,4293.03,28626.11,9586.59,451.85,5973.58,"Precorrin-8X methylmutase"
"1.4.1.2",247.38,750.88,2482.98,4442.4,2845,1130,89,30307,7840.75,976,4555.05,3692.22,1361.26,358.17,5773.19,2984.15,11583.12,29918.5,7820.28,163,5966.0165,"Glutamate dehydrogenase"
"2.1.1.195",1052.85,501.73,5584.38,5189.87,16109.98,2051.2,1003.5,1077,23113.76,795.42,4626.38,3745.37,5467.56,293.87,3337.59,2036.3,4255.83,28619.11,9586.59,713.1,5958.0695,"Cobalt-precorrin-5B (C(1))-methyltransferase"
"1.21.4.1",448,400,4731,8333.5,1289,0,0,0,12515.5,972,9371.25,1074,38.4,487,6091.78,2437.5,5573.6,58173,7034.38,69,5951.9455,"D-proline reductase"
"2.1.1.133",1052.85,501.73,5680.31,5196.27,15898.41,2053.2,992.75,1077,23105.26,795.42,4634.81,3752.08,5538.13,328.54,3378.02,2039.8,4293.03,28626.11,9588.59,451.85,5949.208,"Precorrin-4 C(11)-methyltransferase"
"2.1.1.271",1052.85,501.73,5680.31,5196.27,15898.41,2053.2,992.75,1077,23105.26,795.42,4634.81,3752.08,5538.13,328.54,3378.02,2039.8,4293.03,28626.11,9588.59,451.85,5949.208,"Cobalt-precorrin-4 methyltransferase"
"5.3.1.23",186.29,2069.4,4979.53,4421.67,4680.93,1212.5,205,953.4,6649.44,1208.8,4644.03,10009.04,2148.12,217,8367.3,1690.64,19382.41,27405.19,6318.9,12136,5944.2795,"S-methyl-5-thioribose-1-phosphate isomerase"
"4.1.3.34",12465.3,3048.9,2482.98,8574.2,9701.72,17317,4248,447,2375.5,5840.6,5922.24,3898.67,3520.81,3102.81,8305.45,6203.14,6362.84,2726.9,9107.72,2911.1,5928.144,"Citryl-CoA lyase"
"2.1.1.130",1043.85,817.73,5522.31,5188.27,15715.65,2063.2,992.75,1077,23057.26,807.42,4481.38,4148.37,5506.56,328.54,3210.59,2012.8,4012.03,28445.11,9091.59,451.85,5898.713,"Precorrin-2 C(20)-methyltransferase"
"2.8.3.5",376.52,1112.52,6233.79,1104.1,933,4494,322,548,8627.3,1422,1088.66,9575.7,1927.62,572.34,6339.59,6968.66,40096.45,3612.76,21769.2,352,5873.8105,"3-oxoacid CoA-transferase"
"2.1.1.151",1043.85,501.73,5485.98,5186.27,15715.65,2051.2,992.75,1077,23057.26,779.42,4481.38,3571.37,5467.56,293.87,3208.59,2008.8,4012.03,28438.11,9091.59,451.85,5845.813,"Cobalt-factor II C(20)-methyltransferase"
"2.1.3.9",12504.79,2618.5,5091.13,8473.17,2621.12,4907,5186.75,26,17949.16,5515.5,5392.69,4595.64,491.04,2884.71,8427.93,6322,13059,576,6842.75,3315.75,5840.0315,"N-acetylornithine carbamoyltransferase"
"1.4.1.3",1291.14,183.73,2974.97,5360.27,14564.25,236,300.75,149,7293.4,1295.42,5133.99,2767.08,2967.7,575.25,6031.82,1906.46,23984.7,30014.33,9086.59,287.85,5820.235,"Glutamate dehydrogenase (NAD(P)(+))"
"1.1.1.57",13309.57,2603.5,4814.1,8419.5,13008.29,19074.4,4467,2655,572.5,5278.32,5317.51,3490.44,3376.49,3126.78,7730.92,6543.83,2890,443,5759.05,2887.5,5788.385,"Fructuronate reductase"
"2.1.1.266",12534.79,2886.5,5531.43,8437.4,1835.29,4925.2,8632.75,1195,1108.61,6084.5,5383.36,3874.28,1405.14,2881,8672.11,9075.33,19649.37,835.83,7312.5,3285.75,5777.307,"23S rRNA (adenine(2030)-N(6))-methyltransferase"
"2.4.1.8",5.06,1972.4,378.83,164,9642.24,28909.8,1194,213.4,19390.8,1028.97,1117.2,14626.38,13216.38,4,4583.87,83.33,2120.29,370.14,4123.3,12300,5772.2195,"Maltose phosphorylase"
"1.2.3.3",12481.79,2660.83,4757.39,8373,14797.96,17884,4162.75,156,911.36,5269.67,5176.76,3598.01,10461.21,2878,7461.1,6330.5,328,411.11,4041.5,3148.75,5764.4845,"Pyruvate oxidase"
"1.1.1.304",12610.37,4958.9,4956.43,8362.9,9426.39,5519,4473,1344.4,2589.94,6090.3,6095.99,6749.25,10104.45,2941.71,8450.66,6529,653.2,289.11,5341.3,7628.5,5755.74,"Diacetyl reductase ((S)-acetoin forming)"
"1.1.1.76",12610.37,4958.9,4956.43,8362.9,9426.39,5519,4473,1344.4,2589.94,6090.3,6095.99,6749.25,10104.45,2941.71,8450.66,6529,653.2,289.11,5341.3,7628.5,5755.74,"(S,S)-butanediol dehydrogenase"
"1.17.1.10",17,143,2902.82,9346.01,6065.18,0,0,0,10210.36,880.82,7809.24,502.04,1229.6,375.36,6856.3,2463,7618.6,54715.8,3814.92,29,5748.9525,"Formate dehydrogenase (NADP(+))"
"3.4.13.19",1252.32,663.61,3130.26,5348.7,9621.64,1862.2,105,1267,8424.87,1065.93,6688.59,3275.53,2412.11,418.3,4819.68,7772.29,20021.01,30042.81,6489.06,145.6,5741.3255,"Membrane dipeptidase"
"1.1.1.18",12616.24,6128.18,1217.99,10325.8,2619.49,3616.8,4471,1480.8,5086.28,7075.1,7337.9,9217.05,3529.34,2886.79,9463.59,6333.15,2006.19,630.36,6363.55,12369.5,5738.755,"Inositol 2-dehydrogenase"
"1.1.1.369",12616.24,6128.18,1217.99,10325.8,2619.49,3616.8,4471,1480.8,5086.28,7075.1,7337.9,9217.05,3529.34,2886.79,9463.59,6333.15,2006.19,630.36,6363.55,12369.5,5738.755,"D-chiro-inositol 1-dehydrogenase"
"2.7.7.42",12534.79,3518.5,5265.09,8484.9,1835.29,4312,8632.75,361,1112.61,6140.5,5383.36,3858.53,1363.31,2919.67,8770.01,9134.83,19986.71,868.83,7004.25,3285.75,5738.634,"[Glutamine synthetase] adenylyltransferase"
"2.7.7.89",12534.79,3518.5,5265.09,8484.9,1835.29,4312,8632.75,361,1112.61,6140.5,5383.36,3858.53,1363.31,2919.67,8770.01,9134.83,19986.71,868.83,7004.25,3285.75,5738.634,"[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase"
"2.6.1.83",1066.6,294.88,1604.71,230.34,20355.98,1091,1976,81,37652,1034,1420.12,4890.11,5285.45,108.5,2514.19,1954.65,15203.42,3264.27,14193.59,445,5733.2905,"LL-diaminopimelate aminotransferase"
"2.3.3.9",12597.17,3019.38,1641.08,8506.4,2098.29,4452,4257.75,347,2846.36,5826.5,5486.79,4148.01,1126.74,2947.17,9528.98,7652.15,20407.83,1397.09,12848.75,3236.75,5718.6095,"Malate synthase"
"4.1.3.1",12597.17,2703.38,1668.41,8565.9,1993.29,4442,4224.75,198,2846.36,5798.5,5478.36,3564.3,1144.51,2943.17,9662.05,7865.15,20764.5,1404.09,12847.75,3236.75,5697.4195,"Isocitrate lyase"
"5.1.3.25",12504.79,3233.5,4868.33,8389.5,1730.29,4260.5,4274,0,1328.86,5384.67,5342.93,10198.48,2251.36,2892.29,8101.17,6387.5,14860.29,672.14,6871.07,10279.5,5691.5585,"dTDP-L-rhamnose 4-epimerase"
"1.1.1.381",12600.79,3160.5,5479.83,8445,1886.29,4831.2,8670.75,1267,1008.61,5834.5,7299.36,3529.53,1410.14,2948,7594.11,13666.33,14141.5,1240.83,4969.25,3319.75,5665.1635,"3-hydroxy acid dehydrogenase"
"3.2.1.133",1153.21,2164.4,317.36,0,26557.34,14844.8,209,262.4,2160.16,1173.79,1335.7,16345.7,17507.01,5.36,3514.33,339.4,2490.36,270.78,10112.5,12133,5644.83,"Glucan 1,4-alpha-maltohydrolase"
"3.2.1.54",1153.21,2164.4,317.36,0,26557.34,14844.8,209,262.4,2160.16,1173.79,1335.7,16345.7,17507.01,5.36,3514.33,339.4,2490.36,270.78,10112.5,12133,5644.83,"Cyclomaltodextrinase"
"1.1.1.290",12504.79,2618.5,4910.33,8469.5,2151.69,3746,5176,16,17931.86,5497.5,5380.36,3299.28,282.04,2872,8307.93,6321.5,12946,551,6838,3054.5,5643.739,"4-phosphoerythronate dehydrogenase"
"1.2.1.39",12555.7,2875.5,1611.81,8501.5,1805.29,3056.5,4262,182,1469.72,5442.5,7497.93,2631.64,81.43,2978.96,8206.62,10727.9,25702.08,1320.08,7746.5,2921.5,5578.858,"Phenylacetaldehyde dehydrogenase"
"3.4.13.21",12483.17,2620.38,4828.11,8362.5,8428.45,4568.5,5096,26,17206.79,5401.83,5243.26,5867.08,2431.27,2778.17,11292.72,6407.66,618.62,446.98,4372.34,3054.5,5576.7165,"Dipeptidase E"
"3.5.1.16",12485.79,2728.5,5191.62,8461.5,3409.69,5611.2,5325.75,1370,17882.16,5448.5,5515.36,4776.07,2230.9,2909.67,8378.48,6561.73,4454.41,1227.3,3831.75,3315.75,5555.8065,"Acetylornithine deacetylase"
"2.6.1.21",12533.88,2842.38,1243.38,8426.5,4735.29,18274.5,4103,503,2403.08,5738.32,5300.9,2667.62,1372.12,2739.15,8620.51,7549.22,7340.22,1421.44,10317.95,2975.5,5555.398,"D-amino-acid transaminase"
"1.6.5.2",1041.25,432.88,1619.26,5151.3,469.76,16970,535.75,708,6856.02,1233.14,3743.05,7109.83,1733.17,662.31,4915.69,2825.06,21029.26,26934.34,6398.04,349.25,5535.868,"NAD(P)H dehydrogenase (quinone)"
"1.8.4.10",12617.99,2946.5,1628.23,8432.4,3328.29,5111.2,4257.75,1134,1183.77,5780.32,5453.33,3968.15,1755,2804.03,8769.4,6060.9,18845.44,808.58,12290.5,3148.75,5516.2265,"Adenylyl-sulfate reductase (thioredoxin)"
"1.8.4.8",12617.99,2946.5,1628.23,8432.4,3328.29,5111.2,4257.75,1134,1183.77,5780.32,5453.33,3968.15,1755,2804.03,8769.4,6060.9,18845.44,808.58,12290.5,3148.75,5516.2265,"Phosphoadenylyl-sulfate reductase (thioredoxin)"
"2.7.1.25",12710.99,3262.5,1702.87,8605.24,3837.52,5119.2,4215.5,1855,1727.02,5547.32,5551.42,4033.72,1666.2,2924.03,9317.32,5899.57,15006.27,731.64,12376.5,3410,5474.9915,"Adenylyl-sulfate kinase"
"1.1.3.15",541.41,1008.54,3473.11,2133.44,6860.14,1415,187.5,630,8100.34,1070.64,2112.34,4259.45,2076.13,3057.56,4952.09,4052.38,42102.97,5750.7,14344.88,721.5,5442.506,"(S)-2-hydroxy-acid oxidase"
"1.1.99.3",583.92,1101.76,1239.2,264.8,452,4832.4,9068,1890,4496.56,1456,4566,6062.2,2978,257,2767.2,17592.5,31044.16,3180.35,14444.5,518,5439.7275,"Gluconate 2-dehydrogenase (acceptor)"
"1.3.1.34",12710.17,3264.38,1811.51,8410.6,2224.29,5593,4237,520,1173.66,5791.5,5389.76,5788.1,1364.4,2939.17,8818.55,6065.15,17345.76,665.2,11653.75,2887.5,5432.6725,"2,4-dienoyl-CoA reductase (NADPH)"
"3.2.1.3",12441.5,2635.5,1153.36,8520.5,2084.29,2990.7,6014,954,34256.72,5607.5,5189.5,2678.93,116.87,2706.29,8045.1,5884,205,242,3494,3221.5,5422.063,"Glucan 1,4-alpha-glucosidase"
"2.8.3.18",234.38,567.88,2373.82,274.3,2274.4,3745,5474,286,19671.05,985,2657.43,5938.74,3246.67,147.21,3642.1,9052.65,33814.45,2198.5,11084.35,426,5404.6965,"Succinyl-CoA:acetate CoA-transferase"
"2.7.7.13",2059.42,1006.12,2480.9,1275.07,5670.57,1891.7,1182.5,30906,20226.82,1230.84,1850.79,6080.87,2369.31,380.41,2650.78,723,17379.87,3635.86,3822.7,762.7,5379.3115,"Mannose-1-phosphate guanylyltransferase"
"4.2.1.53",843.35,2246.13,1553.95,1023.3,24181.27,14264.8,135,104.4,4396.5,1062.57,2323.21,10154.88,17474.7,156.8,4251.76,436.63,1934.54,2757.54,5966.91,12156.6,5371.242,"Oleate hydratase"
"2.3.2.6",13067.79,3041.83,5239.05,8420.07,2056.39,5408.2,4257.75,1244,1093.77,5686.32,5372.69,3349.93,732.14,2882.36,8725.11,6474.33,18514.37,828.83,6881.25,3148.75,5321.2465,"Lysine/arginine leucyltransferase"
"2.7.7.70",12504.79,2725.83,5135,8393.17,3493.96,4250.2,4247.75,1297.5,1066.61,5643.5,5331.69,2341.03,241.14,2846,8461.94,6635.66,20629.17,883.16,6765.25,3148.75,5302.105,"D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase"
"1.2.5.3",64.35,489,6228.8,6967.8,12354.35,374,145,745,7811.5,757.82,5015.68,2123.58,3821.86,382.36,4532.95,2889.31,14850.4,29826.49,5571.88,23,5248.7565,"Aerobic carbon monoxide dehydrogenase"
"6.2.1.20",12614.79,2889.83,9319.93,8442.9,2009.14,4129,4284,221,998.86,5740.5,7336.86,2150.53,365.24,2953,7755.43,11601.5,12684.2,1256,5076.35,2921.5,5237.528,"Long-chain-fatty-acid--[acyl-carrier-protein] ligase"
"2.3.1.40",12614.79,2889.83,9319.93,8442.9,1985.14,4129,4284,221,998.86,5740.5,7336.86,2150.53,336.24,2953,7755.43,11601.5,12677.2,1256,5076.35,2921.5,5234.528,"Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase"
"1.17.1.1",12523.12,2601.5,4963.6,8374.4,3028.29,3611,4214,298,1050.11,5625.5,5349.36,2566.61,292.64,2842,8689.17,6688.49,21145.37,948.6,6916.5,2887.5,5230.788,"CDP-4-dehydro-6-deoxyglucose reductase"
"6.3.2.14",12625.66,2601.5,1245.18,8381.5,2150.29,3908.2,4532.75,873,1087.78,5312.5,5363.51,3246.04,302.21,3248.14,8727.89,6347.13,23766.14,882.27,6718.5,3148.75,5223.447,"Enterobactin synthase"
"3.7.1.12",1052.85,484.73,5798.58,5226.34,15552.25,2688.4,10.75,2122,6511.26,653.42,4655.14,3653.08,5469.13,317.87,3624.62,2025.8,5542.23,28721.11,9586.59,284.85,5199.05,"Cobalt-precorrin 5A hydrolase"
"3.1.21.1",12534.79,2776.5,4687,8393.5,1854.15,4106,8546.75,0,1090.36,5763.5,5344.36,3331.03,1157.64,2842,7667.43,8827,14120,524,6859.25,3285.75,5185.5505,"Deoxyribonuclease I"
"2.7.7.49",5750.2,415,264.05,99.8,2124.5,577.2,108,88464,259.76,115.82,134.5,398.08,840.12,99.03,469.32,112.14,1433.24,424.48,1334.63,147,5178.5435,"RNA-directed DNA polymerase"
"3.1.3.82",12504.79,2725.83,4905.6,8378.07,4623.96,4809,4224.75,361,1127.61,5643.5,5375.69,3009.03,695.14,2842,8098.51,6497.33,16943.37,703.94,6765.25,3148.75,5169.156,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
"3.1.3.83",12504.79,2725.83,4905.6,8378.07,4623.96,4809,4224.75,361,1127.61,5643.5,5375.69,3009.03,695.14,2842,8098.51,6497.33,16943.37,703.94,6765.25,3148.75,5169.156,"D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase"
"2.7.7.59",12504.79,3027.5,5128.26,8418.4,1835.29,4395.2,4257.75,1234,1087.61,5679.5,5366.36,2691.53,267.31,2915.67,8649.11,6518.83,18441.37,833.83,6866.25,3148.75,5163.3655,"[Protein-PII] uridylyltransferase"
"2.1.1.74",155,2167.4,562.98,77.67,14406.53,15744.8,209,261.4,3916.13,1338.3,1181.97,14686.25,12312.23,34,4709.46,1704.3,6270.63,1222.69,9893.62,12221,5153.768,"(NAD(P)H-oxidizing)"
"2.8.3.10",12443.3,2732.9,2028.39,8519.3,9701.72,17061,4149,0,2345.25,5405.6,5892.24,2977.67,3327.64,2966.8,7359.7,5983.64,500.47,2366.4,4361.72,2911.1,5151.692,"Citrate CoA-transferase"
"5.4.99.20",12504.79,2725.83,5124.73,8389.4,1904.96,4792,4207.75,336,1084.41,5338.5,5377.36,3709.93,2049.14,2881,8354.18,6471,16908.37,677.5,6869.25,3148.75,5142.7425,"23S rRNA pseudouridine(2457) synthase"
"1.3.8.7",210.52,3850.92,2787.75,191.8,569.6,2664.8,438,1201.4,5778.8,2336.8,1510.06,8287.29,3582.19,574.12,8624.34,3569.06,32008.62,2590.36,17035.37,4917,5136.44,"Medium-chain acyl-CoA dehydrogenase"
"6.2.1.22",12443.3,2732.9,1962.39,8448.3,9676.72,17061,4149,0,2259.25,5405.6,5892.24,2936.67,3327.64,2945.8,7280.7,5960.64,478.47,2366.4,4361.72,2911.1,5129.992,"[Citrate (pro-3S)-lyase] ligase"
"5.4.3.3",4,256,2884,8280,1380,0,0,0,10848,786,7718,356.08,64,410,5181.6,2150,4149.2,55557.6,1738.06,46,5090.427,"Lysine 5,6-aminomutase"
"2.7.1.167",12504.79,2725.83,5077,8393.17,3493.96,4250.2,4224.75,1148.5,1066.61,5643.5,5331.69,2341.03,241.14,2846,8087.61,6474.33,16995.17,710.83,6765.25,3148.75,5073.5055,"D-glycero-beta-D-manno-heptose-7-phosphate kinase"
"3.1.3.41",224.67,2158.28,471.28,94.67,9506.53,16074.3,311,275.4,4050.3,988.79,1162.79,15480.22,14209.26,164.57,4840.09,1662.32,6430.24,1111.01,9941.62,12221,5068.917,"4-nitrophenylphosphatase"
"6.3.2.45",12504.79,2615.83,5091.73,8389.4,1961.36,4763,4257.75,159,1084.41,5651.5,5344.36,3265.93,417.64,2881,8365.01,6474.33,16928.37,701.83,6833.75,3148.75,5041.987,"diaminoheptanedioate ligase"
"5.1.1.20",154.76,122.28,985.06,4341.8,5631,14712.5,1081,81,22715.84,547.42,3434.16,2316.37,1695.86,332.37,6196.61,2540.19,4440.82,26687.8,2474.35,255.6,5037.3395,"L-Ala-D/L-Glu epimerase"
"5.4.99.26",12570.79,2875.5,5490.4,8425.4,1886.29,4667,4221,43,975.91,5401.5,7290.36,2976.43,440.64,2933,7630.18,11149.5,12868.7,1188.5,4785.25,2921.5,5037.0425,"tRNA pseudouridine(65) synthase"
"3.4.11.5",673,2339.4,6520.28,114.5,15326.35,1040.3,272.75,249.4,5281.38,1376.13,2690.43,12258.63,11363.94,250.38,4964.17,1021.38,9883.89,4967.89,7497.23,12440.25,5026.584,"Prolyl aminopeptidase"
"1.14.14.9",12600.88,2977.38,1527.64,8452.5,2657.29,3564.5,4196.75,151,2764.22,5454.5,7390.5,2492.82,2035.5,2866.5,8229.6,9147.25,12664.08,2142.72,5933.95,3270.75,5026.0165,"4-hydroxyphenylacetate 3-monooxygenase"
"3.2.1.10",620.86,1985.4,200.44,1818,23848,1647.5,445,1074.4,3452.16,1045.62,1555.42,16673.75,16033.69,439.07,3627.81,531.14,2139.14,651.28,10553.91,12133,5023.7795,"Oligo-1,6-glucosidase"
"1.1.1.88",48,2099.4,239.79,4,17894.1,15965.8,235,230.4,2529.93,823.3,1058.33,15211.65,21390.16,8,3749.37,134.34,2188.63,273.14,4176.04,12133,5019.619,"Hydroxymethylglutaryl-CoA reductase"
"4.2.1.99",12504.79,2601.5,5019.23,8392.4,1835.29,4763,4257.75,10,1076.41,5633.5,5341.36,3228.68,417.64,2881,8349.51,6473.33,16940.37,701.83,6795.5,3148.75,5018.592,"2-methylisocitrate dehydratase"
"3.2.1.177",844.69,36,452.93,164,5577.07,42161,2022,32,33789.36,376.99,180.29,2915.45,2334.51,205.07,1472.23,299.99,3694.6,417.13,2897.9,334,5010.3605,"Alpha-D-xyloside xylohydrolase"
"1.2.1.60",12601.7,2975.5,1474.02,8498,1932.29,3081.5,4196.75,72,2646.22,5454.5,7343.5,1527.64,123.5,2860.67,8247.5,12190,14278.34,1644,5750.5,3270.75,5008.444,"5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase"
"4.1.1.18",1297.92,519.73,1543.74,5307.2,8382,1246,235,33,5444.9,1017.42,5758.16,2566.96,5294.81,433.58,4136.92,3124.63,16554.83,27921.11,9054.6,37.6,4995.5055,"Lysine decarboxylase"
"2.1.1.242",12504.79,2711.5,4928.83,8412,3399.29,3746,4204.75,173,1083.61,5338.5,5434.36,2892.53,852.14,2872,8214.18,6340,14770.17,654.5,7594.25,3148.75,4963.7575,"16S rRNA (guanine(1516)-N(2))-methyltransferase"
"3.5.5.1",12464.5,2601.5,5052.29,8410.4,1898.29,3556,4148,149,1107.97,5633.5,5354.5,2241.43,191.5,2768.29,8424.08,6485.83,18162.04,750.83,6865.5,2887.5,4957.6475,"Nitrilase"
"2.1.1.298",12504.79,2711.5,4959.43,8389.4,1835.29,3746,4257.75,322,1083.61,5651.5,5336.36,2741.53,273.14,2881,8291.51,6473.33,16928.37,701.83,6874.25,3148.75,4955.567,"Ribosomal protein L3 N(5)-glutamine methyltransferase"
"2.1.1.61",12504.79,2711.5,4949.43,8389.4,1835.29,3746,4257.75,322,1083.61,5651.5,5336.36,2736.53,273.14,2872,8278.51,6473.33,16935.37,701.83,6845.25,3148.75,4952.617,"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"
"2.1.1.104",140.38,2281.28,479.62,127,505.5,16771.8,1191,287.4,20542.6,1186.97,1149.6,15256.77,7137.52,31.5,4826.16,1648.32,4001.24,964.01,7617.12,12388,4926.6895,"Caffeoyl-CoA O-methyltransferase"
"3.1.2.23",12504.79,2601.5,5023.26,8388.9,1835.29,3744,4227.75,149,1082.36,5338.5,5347.36,2595.53,285.81,2886.67,8384.09,6480.16,16935.2,717.66,6799.25,3148.75,4923.7915,"4-hydroxybenzoyl-CoA thioesterase"
"3.1.1.85",12515.79,2601.5,4966.32,8552.5,2411.69,4379.2,4204.75,912,1620.86,5390.5,5427.36,2621.92,267.8,2881,8864.32,6332.07,13579.74,661.64,6875,3148.75,4910.7355,"Pimeloyl-[acyl-carrier protein] methyl ester esterase"
"4.1.1.104",12545.08,2601.5,5165,8372.5,2200.29,3789,4225,149,1186,5330.5,5544.79,1901.31,267.61,2869.71,7704.86,9389.5,14430,490,7083.25,2887.5,4906.62,"3-dehydro-4-phosphotetronate decarboxylase"
"3.2.2.4",12481.79,2618.5,1216.1,8466.9,2127.69,3223.2,5184,1038,17400.86,5743.5,5177.36,2909.78,175.21,2843,8318.86,6035.33,5337.2,534.33,3459,3054.5,4867.2555,"AMP nucleosidase"
