"ko","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"ko:K04753",12481.79,2601.5,4599.66,8356.5,1811.29,3611,4159.75,0,543.36,5253.5,5114.36,1721.03,106.81,2863.34,7181.43,6316.5,520.67,289,3420.25,3148.75,3705.0245,"suppressor of ftsI"
"ko:K09474",12441.5,2601.5,4582,8371.5,1706.29,4015.7,4170,912,524.72,5253.5,5094.93,1394.21,42.07,2851,7083.6,6312.5,193,221,3415.5,2887.5,3703.701,"acid phosphatase (class A) [EC:3.1.3.2]"
"ko:K11910",12441.5,2601.5,4582.14,8356.5,1811.29,3562,4159.75,149,541.22,5271.5,5104.79,2050.03,87.21,2938.29,7067.43,6312,193,264,3420.25,3148.75,3703.1075,"type VI secretion system protein VasJ"
"ko:K02485",12481.79,2601.5,4589,8356.5,1811.29,3613,4159.75,0,543.36,5253.5,5100.36,2147.78,90.64,2875,7069.43,6312,193,264,3416.5,3148.75,3701.3575,"two-component system, response regulator"
"ko:K03338",12489.65,2616.5,1020.96,9307.9,1706.86,3346.2,4114,1022,1107.56,5363.5,5292.5,1591.41,442.96,2795.29,7340,6023,1607.12,424.8,3526.3,2887.5,3701.3005,"5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]"
"ko:K18925",183.38,2007.28,396.63,86,321.6,2246.8,209,258.4,5442.8,1130.8,1153,14588.22,4413.57,61.5,5137.07,3121.46,5780.38,1557.29,13615.62,12309,3700.99,"paired small multidrug resistance pump"
"ko:K16079",82,80.33,507,199,171.67,30,72,59158,76,54,224,120,66,52,2394,50,9693,830,50,98,3700.35,"outer membrane immunogenic protein"
"ko:K08279",12441.5,2601.5,1084.83,8356.5,1811.29,3147.5,4114,10,524.72,5261.5,5105.36,2277.42,106.64,2834,7610.76,6019.83,3915,354.33,3496.5,2887.5,3698.034,"carnitine operon protein CaiE"
"ko:K07493",8.58,23.3,406.16,127.4,13314.71,28057,80,149,763,0,97.43,8025.4,7458.77,27.34,5770.43,226.68,952,556,519.23,7392,3697.7215,"putative transposase"
"ko:K00813",12481.79,2711.5,4566,8357,1811.29,3611,4149,173,544.11,5271.5,5103.36,1594.03,176.14,2842,7092.18,6311.5,491.5,278.5,3495.25,2887.5,3697.4075,"aspartate aminotransferase [EC:2.6.1.1]"
"ko:K05803",12481.79,2601.5,5284.5,8356.5,1811.29,3611,4149,0,586.86,5276.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3431.25,2887.5,3696.8325,"lipoprotein NlpI"
"ko:K12151",12522.08,2601.5,1777.14,8356.5,2077.58,3157,4347,0,1069.72,5253.5,5111.65,2150.63,159.35,5792,7049.86,5858.5,193,132,3417.5,2887.5,3695.7005,"multiple stress resistance protein BhsA"
"ko:K18928",45,2288.4,443.79,112.5,2976,2202.8,1133.75,433.4,19323.35,1158.8,1288.63,5500.75,6174.73,0,2319.67,42.57,13373.24,404.14,9502.8,5169.25,3694.6785,"L-lactate dehydrogenase complex protein LldE"
"ko:K18929",45,2288.4,443.79,112.5,2976,2202.8,1133.75,433.4,19323.35,1158.8,1288.63,5500.75,6174.73,0,2319.67,42.57,13373.24,404.14,9502.8,5169.25,3694.6785,"L-lactate dehydrogenase complex protein LldF"
"ko:K02336",12481.79,2601.5,4586.6,8357.9,1811.29,3611,4149,149,534.86,5253.5,5100.36,2142.78,90.64,2842,7093.43,6311.5,202.2,264,3416.5,2887.5,3694.3675,"DNA polymerase II [EC:2.7.7.7]"
"ko:K05597",12441.5,2601.5,1162.29,8372.9,1811.29,3163,4147,0,541.72,5261.5,5098.93,2075.56,85.07,2767.71,7618.76,6005.83,3924.2,354.33,3525.5,2887.5,3692.3045,"glutamin-(asparagin-)ase [EC:3.5.1.38]"
"ko:K03623",12562.37,2601.5,4588,8358.5,1954.62,3690,4149,0,555.14,5253.5,5106.36,1753.5,202.64,2842,7059.43,6316.5,193,264,3492.3,2887.5,3691.493,"ribonuclease inhibitor"
"ko:K05787",12481.79,2601.5,4575,8356.5,1811.29,3613,4149,0,534.86,5253.5,5103.36,2174.78,191.64,2842,7067.43,6311.5,193,264,3416.5,2887.5,3691.4075,"DNA-binding protein HU-alpha"
"ko:K02686",12441.5,2601.5,954.6,8358.4,1811.29,3259.5,4202,149,533.97,5584.5,5103.36,1551.17,84.64,2834,7503.51,6019.83,4133.37,368.83,3420.25,2887.5,3690.136,"primosomal replication protein N"
"ko:K00998",12481.79,2601.5,4575,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,2164.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3687.2075,"CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"ko:K02505",12481.79,2601.5,4575,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,2164.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3687.2075,"protein transport protein HofC"
"ko:K08682",12481.79,2601.5,4575,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,2164.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3687.2075,"acyl carrier protein phosphodiesterase [EC:3.1.4.14]"
"ko:K08993",12481.79,2601.5,4575,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,2164.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3687.2075,"putative membrane protein"
"ko:K07350",12481.79,2601.5,4691,8356.5,1811.29,3656.5,4149,0,534.86,5261.5,5100.36,1601.78,86.64,2842,7254.43,6311.5,281,314,3496.5,2887.5,3685.9825,"minor fimbrial subunit"
"ko:K03212",12481.79,2601.5,4649.83,8402,1811.29,3562,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7153.93,6413.5,475.34,271,3420.25,2887.5,3685.816,"23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]"
"ko:K07074",12485.5,2601.5,4709.45,8359.5,1769.29,3486.5,4050,10,539.08,5268.32,5200.5,1374.57,65.06,2748.65,7252.53,6322.57,289.07,264.64,3991.5,2887.5,3683.7865,"uncharacterized protein"
"ko:K06866",12481.79,2601.5,4562,8357,1811.29,3611,4149,0,544.11,5271.5,5103.36,1721.03,101.64,2842,7092.18,6311.5,484.5,278.5,3420.25,2887.5,3681.5825,"autonomous glycyl radical cofactor"
"ko:K05501",12481.79,2601.5,4577.6,8357.9,1811.29,3611,4202,0,542.86,5584.5,5103.36,1619.03,90.64,2842,7112.43,6311.5,202.2,264,3420.25,2887.5,3681.1675,"TetR/AcrR family transcriptional regulator"
"ko:K03605",12630.3,2950.23,3920.72,9362.14,1908.93,3421.5,4050,0,890.06,5403.92,5444.82,1491.75,136.64,120.29,7287.48,6516.8,525.6,1094.8,3576.8,2888.1,3681.044,"hydrogenase maturation protease [EC:3.4.23.-]"
"ko:K12963",12481.79,2601.5,4575,8356.5,1811.29,3611,4114,0,534.86,5253.5,5100.36,2115.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3680.8575,"undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF"
"ko:K13014",12481.79,2601.5,4575,8356.5,1811.29,3611,4114,0,534.86,5253.5,5100.36,2115.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3680.8575,"undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]"
"ko:K05919",510.2,13.4,1219.22,4389.97,13351.18,0,0,0,4688.06,349.42,3779.38,1568.28,2193.6,167.16,4367.42,1398.63,5632.6,27302.2,2674.28,3.6,3680.43,"superoxide reductase [EC:1.15.1.2]"
"ko:K02679",12481.79,2601.5,4576.28,8356.5,1811.29,3611,4149,0,542.86,5271.5,5106.22,1794.17,114.78,3042,7067.43,6311.5,193,264,3420.25,2887.5,3680.1285,"prepilin peptidase dependent protein A"
"ko:K12973",12522.08,2601.5,4566,8356.5,1811.29,3756,4236,149,553,5271.5,5100.36,1574.64,90.64,2866,7066.43,6311.5,193,264,3416.5,2887.5,3679.672,"lipid IVA palmitoyltransferase [EC:2.3.1.251]"
"ko:K10041",248.33,1833.4,114.32,0,8502.77,14724.8,212,173.4,2172.8,816.97,947.2,12292.63,9634.43,4,3491.66,157.4,2076.07,230.75,3824.8,12133,3679.5365,"aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K05982",12486.79,2601.5,4649.28,8356.5,1811.29,3623,4159.75,0,551.36,5271.5,5116.36,1587.03,90.64,2851,7080.43,6312,205,264,3420.25,3148.75,3679.3215,"deoxyribonuclease V [EC:3.1.21.7]"
"ko:K09777",1093.16,179.73,1753.41,5143.87,11351,0,0,0,6247.12,872.24,4328.38,1506.87,2885.03,283.52,2827.28,1504.7,2790.9,28218.75,2547.4,23.6,3677.848,"uncharacterized protein"
"ko:K03471",173.38,1962.61,295.98,33,1969.77,15508.8,212,275.4,3670.13,894.3,1102.64,14229.73,7133.23,31.5,4206.66,1621.22,4091.91,900.23,3023.27,12221,3677.838,"ribonuclease HIII [EC:3.1.26.4]"
"ko:K09979",12481.79,2601.5,4562,8357,1811.29,3611,4213,0,544.11,5271.5,5103.36,1565.78,90.64,2866,7092.18,6311.5,484.5,278.5,3416.5,2887.5,3677.4825,"uncharacterized protein"
"ko:K07348",12481.79,2601.5,4691,8356.5,1811.29,3529.5,4149,0,534.86,5261.5,5100.36,1591.78,86.64,2842,7244.43,6311.5,281,264,3496.5,2887.5,3676.1325,"minor fimbrial subunit"
"ko:K02560",12481.79,2711.5,4575,8356.5,1811.29,3611,4149,173,534.86,5253.5,5100.36,1594.03,111.14,2842,7056.43,6311.5,193,264,3495.25,2887.5,3675.6325,"lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]"
"ko:K06957",12481.79,2711.5,4562,8356.5,1811.29,3611,4149,173,542.86,5271.5,5103.36,1594.03,111.14,2842,7067.43,6311.5,193,264,3466.25,2887.5,3675.5325,"tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]"
"ko:K09764",582.43,563.21,1832.03,5187.17,284.33,1103,0,39,7969.86,702.82,4338.58,1361.24,1246.43,338.53,3703.78,2927.38,5427.53,28690.56,7092.28,111,3675.058,"uncharacterized protein"
"ko:K09896",12481.79,2601.5,4562,8357,1811.29,3611,4149,0,544.11,5271.5,5103.36,1587.03,90.64,2842,7092.18,6311.5,484.5,278.5,3420.25,2887.5,3674.3325,"uncharacterized protein"
"ko:K13639",12481.79,2917.5,1249.26,8386.9,1811.29,3361.5,4149,0,551.86,5289.5,5147.36,2333.06,97.64,2907.67,7838.89,5881.16,2252.14,382.46,3545.22,2887.5,3673.585,"MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"
"ko:K18552",12481.79,2601.5,4597.6,8357.9,1706.29,3611,4050,0,534.86,5253.5,5102.93,1520.36,59.07,2823.29,7280.33,6327.83,535.2,313.33,3415.5,2887.5,3672.989,"MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein"
"ko:K03840",12481.79,2711.5,4562,8356.5,1811.29,3611,4149,173,534.86,5253.5,5100.36,1572.78,111.14,2842,7056.43,6311.5,193,264,3462.5,2887.5,3672.2825,"flavodoxin II"
"ko:K07715",12481.79,2601.5,4562,8356.5,1811.29,3562,4179,0,534.86,5566.5,5106.36,1570.18,90.64,2842,7057.23,6311.5,208.6,265.8,3443.1,2887.5,3671.9175,"two-component system, NtrC family, response regulator GlrR"
"ko:K01407",12481.79,2601.5,4562,8357,1811.29,3562,4149,0,544.11,5271.5,5103.36,1587.03,90.64,2842,7092.18,6311.5,484.5,278.5,3420.25,2887.5,3671.8825,"protease III [EC:3.4.24.55]"
"ko:K07677",12481.79,2601.5,4598,8356.5,1811.29,3611,4149,149,534.86,5253.5,5100.36,1565.78,90.64,2860,7160.43,6339.5,193,264,3416.5,2887.5,3671.2075,"two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]"
"ko:K15974",12481.79,2601.5,4562,8357,1811.29,3611,4149,0,536.11,5253.5,5100.36,1565.78,90.64,2842,7081.18,6311.5,484.5,278.5,3416.5,2887.5,3671.0825,"MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB"
"ko:K14414",12441.5,2601.5,4558.69,8356.5,1811.29,3423.7,4060.75,873,533.22,5253.5,5098.93,1200.14,131.07,2714.29,7056.03,6312,193,214,3416.5,3148.75,3669.918,"transcriptional regulatory protein RtcR"
"ko:K12500",12481.79,2601.5,4562,8357,1818.29,3562,4149,0,536.11,5253.5,5100.36,1565.78,90.64,2842,7081.18,6311.5,490.17,278.61,3416.5,2887.5,3669.2715,"thioesterase III [EC:3.1.2.-]"
"ko:K14187",12481.79,2601.5,4630.5,8360.17,1820.72,3611,4149,0,542.86,5271.5,5104.69,1587.03,90.64,2846,7085.43,6311.5,266,266,3421.25,2887.5,3666.754,"chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"ko:K03720",12525.79,2601.5,4562,8356.5,1811.29,3613,4149,0,542.86,5271.5,5103.36,1619.03,191.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3666.6575,"TrpR family transcriptional regulator, trp operon repressor"
"ko:K06211",12481.79,2601.5,4562,8356.5,1811.29,3613,4149,0,550.86,5289.5,5106.36,1619.03,191.64,2842,7078.43,6311.5,193,264,3420.25,2887.5,3666.4575,"HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]"
"ko:K03632",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1721.03,101.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3664.9575,"chromosome partition protein MukB"
"ko:K11750",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1721.03,101.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3664.9575,"esterase FrsA [EC:3.1.-.-]"
"ko:K05839",12522.08,2601.5,4562,8356.5,1811.29,3611,4149,0,545,5253.5,5100.36,1708.64,101.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3664.672,"haemolysin expression modulating protein"
"ko:K12148",12522.08,2601.5,4562,8356.5,1811.29,3611,4149,0,545,5253.5,5100.36,1708.64,101.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3664.672,"biofilm regulator BssS"
"ko:K02852",12481.79,2601.5,4562,8356.5,1867.69,3611,4149,0,534.86,5253.5,5100.36,1699.78,101.64,2842,7056.43,6311.5,193,264,3417.5,2887.5,3664.5775,"UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180]"
"ko:K18142",12441.5,2601.5,4576.28,8356.5,1916.29,3443.5,4050,0,532.72,5271.5,5114.65,1693.73,120.35,3021.71,7070.86,6311.5,193,264,3421.25,2887.5,3664.417,"multidrug efflux pump"
"ko:K00246",12441.5,2711.5,4591,8360.17,1811.29,3436,4172,173,532.72,5271.5,5104.69,1451.17,100.14,2842,7074.43,6311.5,254,266,3466.25,2887.5,3662.918,"fumarate reductase subunit C"
"ko:K07773",12481.79,2601.5,4568,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1699.78,101.64,2842,7056.43,6312.5,193,264,3416.5,2887.5,3662.0575,"two-component system, OmpR family, aerobic respiration control protein ArcA"
"ko:K01085",12481.79,2601.5,4562,8356.5,1916.29,3533,4149,0,550.86,5289.5,5114.79,1619.99,122.21,2842,7069.86,6311.5,193,214,3425,2887.5,3662.0145,"glucose-1-phosphatase [EC:3.1.3.10]"
"ko:K14681",12481.79,2601.5,4562,8356.5,1835.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,119.64,2842,7067.43,6311.5,193,264,3449.25,2887.5,3661.8075,"argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]"
"ko:K15545",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1699.78,101.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3661.7075,"transcriptional regulator of PTS gene"
"ko:K02681",12441.5,2711.5,4562,8356.5,1811.29,3484,4149,173,524.72,5253.5,5100.36,1585.17,111.14,2842,7046.43,6311.5,193,214,3466.25,2887.5,3661.218,"prepilin peptidase dependent protein C"
"ko:K14588",12481.79,2601.5,4575,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7114.76,6327.83,213,288.33,3416.5,2887.5,3661.057,"blue copper oxidase"
"ko:K00245",12441.5,2711.5,4597,8360.17,1811.29,3436,4172,173,524.72,5253.5,5101.69,1437.42,100.14,2842,7063.43,6312.5,254,266,3462.5,2887.5,3660.393,"fumarate reductase iron-sulfur subunit [EC:1.3.5.4]"
"ko:K03214",12481.79,2601.5,4576,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1592.03,90.64,2851,7080.43,6311.5,193,264,3420.25,2887.5,3659.7575,"RNA methyltransferase, TrmH family [EC:2.1.1.-]"
"ko:K11258",12481.79,2601.5,4576,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1592.03,90.64,2851,7080.43,6311.5,193,264,3420.25,2887.5,3659.7575,"acetolactate synthase II small subunit [EC:2.2.1.6]"
"ko:K08154",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,149,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3659.4575,"MFS transporter, DHA1 family, 2-module integral membrane pump EmrD"
"ko:K13626",1191.4,250.61,1838.88,5186.87,222.57,1089,0,39,7999.76,680.42,4242.88,2463.04,863.29,313.66,3608.32,2941.55,4313.71,28860.23,6972.28,111.6,3659.4535,"flagellar assembly factor FliW"
"ko:K11925",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,0,534.86,5253.5,5100.36,1699.78,101.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3659.2575,"SgrR family transcriptional regulator"
"ko:K08365",12481.79,2601.5,4597,8356.5,1811.29,3573,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7138.43,6312.5,202,264,3416.5,2887.5,3658.9075,"MerR family transcriptional regulator, mercuric resistance operon regulatory protein"
"ko:K07648",12481.79,2601.5,4562,8356.5,1811.29,3690,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3658.4075,"two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]"
"ko:K16704",12481.79,2601.5,4604.5,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1581.78,90.64,2842,7074.43,6311.5,193,264,3416.5,2887.5,3658.2825,"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
"ko:K00247",12441.5,2711.5,4562,8356.5,1811.29,3436,4172,173,532.72,5271.5,5103.36,1451.17,100.14,2842,7067.43,6311.5,193,264,3466.25,2887.5,3657.718,"fumarate reductase subunit D"
"ko:K02344",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"DNA polymerase III subunit psi [EC:2.7.7.7]"
"ko:K02521",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"LysR family transcriptional regulator, positive regulator for ilvC"
"ko:K02565",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"N-acetylglucosamine repressor"
"ko:K02680",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"prepilin peptidase dependent protein B"
"ko:K03573",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"DNA mismatch repair protein MutH"
"ko:K03633",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"chromosome partition protein MukF"
"ko:K03645",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"negative modulator of initiation of replication"
"ko:K03674",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"glutaredoxin 1"
"ko:K03764",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"MetJ family transcriptional regulator, methionine regulon repressor"
"ko:K03804",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"chromosome partition protein MukE"
"ko:K05590",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"ATP-dependent RNA helicase SrmB [EC:3.6.4.13]"
"ko:K07751",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"PepB aminopeptidase [EC:3.4.11.23]"
"ko:K07771",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"two-component system, OmpR family, response regulator BasR"
"ko:K09802",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"uncharacterized protein"
"ko:K09891",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"uncharacterized protein"
"ko:K09893",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"regulator of ribonuclease activity B"
"ko:K09894",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"uncharacterized protein"
"ko:K09899",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"uncharacterized protein"
"ko:K09911",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"uncharacterized protein"
"ko:K09998",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"arginine transport system permease protein"
"ko:K10000",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"arginine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K15723",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"SecY interacting protein Syd"
"ko:K18657",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"cell division protein ZapC"
"ko:K19228",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3657.7075,"cationic peptide transport system permease protein"
"ko:K00113",12441.5,2601.5,4612,8360.17,1820.72,3434,4114,0,568.72,5253.5,5135.69,1412.72,79.64,2842,7089.03,6321.5,306.2,402.6,3470.7,2887.5,3657.6845,"glycerol-3-phosphate dehydrogenase subunit C"
"ko:K05790",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7070.76,6313.83,213,288.33,3416.5,2887.5,3657.507,"lipopolysaccharide biosynthesis protein WzzE"
"ko:K06078",12481.79,2601.5,4576,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1570.78,90.64,2851,7069.43,6311.5,193,264,3416.5,2887.5,3656.5075,"murein lipoprotein"
"ko:K06079",12441.5,2601.5,4566,8356.5,2071.29,3434,4149,0,524.72,5253.5,5100.36,1454.92,205.04,2842,7056.43,6311.5,193,264,3416.5,2887.5,3656.463,"copper homeostasis protein (lipoprotein)"
"ko:K18988",12481.79,2601.5,4593,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7064.43,6311.5,193,264,3416.5,2887.5,3656.4075,"serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]"
"ko:K03603",12481.79,2601.5,4562,8356.5,1817.29,3623,4149,0,534.86,5253.5,5113.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3416.5,2887.5,3656.0075,"GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA"
"ko:K07479",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1565.78,90.64,2842,7056.43,6311.5,193,264,3445.5,2887.5,3655.9075,"putative DNA topoisomerase"
"ko:K09917",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1587.03,90.64,2842,7056.43,6311.5,193,264,3420.25,2887.5,3655.7075,"uncharacterized protein"
"ko:K12288",12481.79,2601.5,4562,8356.5,1811.29,3611,4149,0,534.86,5253.5,5100.36,1587.03,90.64,2842,7056.43,6311.5,193,264,3420.25,2887.5,3655.7075,"pilus assembly protein HofM"
"ko:K00112",12441.5,2601.5,4626,8360.17,1820.72,3434,4114,0,568.72,5253.5,5129.69,1400.32,86.64,2842,7088.23,6321.5,290.6,400.8,3444.1,2887.5,3655.5745,"glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]"
"ko:K04067",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,0,542.86,5271.5,5103.36,1587.03,90.64,2842,7067.43,6311.5,193,264,3420.25,2887.5,3655.2575,"primosomal replication protein N''"
"ko:K13638",12481.79,2601.5,4562,8356.5,1811.29,3562,4149,0,534.86,5253.5,5106.36,1578.18,90.64,2842,7057.23,6311.5,208.6,265.8,3443.1,2887.5,3655.1675,"MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA"
