"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"P185-PWY",88.3662344783909,5154.05584970709,2573.8013156634,55.9102183511492,662.48429890327,16426.6947629315,839.339798270043,5550.09529130237,9013.610432921,2975.29837379252,4659.17877989852,18213.1918959032,9592.97261290402,488.528952883331,7682.47049413832,379.561912915333,4699.53632811978,4501.25892598673,5029.44066511052,9317.69195474891,5395.17445494647,18213.1918959032,4864.48849661515,23,115,"formaldehyde assimilation III (dihydroxyacetone cycle)","formaldehyde assimilation iii (dihydroxyacetone cycle)","Other Metabolic Pathways"
"PWY-6607",580.395850588164,908.762189511193,7004.06546021916,3597.35026148398,6284.52139558367,6699.45277802668,6377.78185421697,3154.31991319471,3136.42560304157,2545.70669485232,4936.56055657571,8116.37598936462,5177.10855214969,1094.89840356441,3995.85665816785,12107.4669918371,21425.2175770059,3590.80587861887,6195.73847207591,336.502014963759,5363.26565475212,21425.2175770059,5056.8345543627,23,115,"guanosine nucleotides degradation I","guanosine nucleotides degradation i","Degradation"
"PWY-7377",1147.48110184444,413.696763976487,5810.74870233149,5537.75227179209,15409.9983849141,1102.12030688693,29.075466141243,0,10887.245780136,782.485433400393,4823.34117161565,3254.20996416574,5371.79739443468,341.497218289513,3481.75575812045,2169.18645010987,4084.6927133798,28592.0494340934,8135.07354876246,410.453478300787,5089.23306713477,28592.0494340934,3783.22423575012,22,110,"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)","cob(ii)yrinate a,c-diamide biosynthesis i (early cobalt insertion)","Biosynthesis"
"P562-PWY",13478.4693710171,3989.23228965274,1178.812250778,10108.0067673558,2330.97954727294,4337.13278963189,4574.76330971618,1245.39124336908,3352.40062208743,6449.18439509153,6464.86390197758,5932.74716228939,2317.66706600074,3027.82524278418,8869.91306896245,6626.03347633648,2202.00030597318,551.883075295283,5706.90175342062,8959.15263818378,5085.16801385982,13478.4693710171,4829.965661788,23,115,"myo-inositol degradation I","myo-inositol degradation i","Degradation"
"PWY-6608",577.014965377086,868.245965015869,8684.83135177293,3443.3280036215,5730.52282117339,7461.48599666205,5742.49320170542,3305.00820023049,3558.32927081422,2429.15986696424,4504.95555961755,6785.44900620356,3792.28534418693,1037.46972506839,3902.94570759915,10718.1816962381,14372.5161331588,3529.84828623202,5328.86909530025,332.212864091463,4805.25765305167,14372.5161331588,4203.95063360835,23,115,"guanosine nucleotides degradation III","guanosine nucleotides degradation iii","Degradation"
"ARG+POLYAMINE-SYN",2804.87294997339,747.80172913424,2828.07650225082,2865.42023580291,9666.7883052828,3844.87896227867,786.117766602995,759.982539201889,6271.16379865907,1973.71835929206,3951.12631329995,5866.68105323118,5521.66038002963,700.142314844227,4725.72984658165,5593.20007434825,19499.4554206173,3403.34507776351,12948.9107181338,495.405907924524,4762.72391276264,19499.4554206173,3898.00263778931,23,115,"superpathway of arginine and polyamine biosynthesis","superpathway of arginine and polyamine biosynthesis","Biosynthesis"
"PWY0-321",15379.8626292182,3501.2234000584,1817.52430489016,10429.9928624978,2482.42405684254,4173.02990266279,5263.45779341587,0,849.184294620471,6742.81354293506,6447.16555622294,4214.36989543094,176.713058745166,3563.91841626566,9928.86605708106,7545.19314946801,3053.03631360155,425.693694983638,5112.06770119423,3685.56761589072,4739.60521230126,15379.8626292182,4193.69989904686,22,110,"phenylacetate degradation I (aerobic)","phenylacetate degradation i (aerobic)","Degradation"
"PWY-8011",404.595972800935,2084.36095650905,2109.55419725163,4771.56231704488,1174.88185415183,14059.8,283.549259497746,554.335737981149,7134.36,1502.81413847721,5279.89153452096,4755.16,1865.69,299.81618666255,6339.4012237047,1441.38536511251,4498.7230027211,27948.71,3046.67705110355,4764,4715.96343987699,27948.71,3772.70002691233,23,115,"L-serine biosynthesis II","l-serine biosynthesis ii","Biosynthesis"
"PWY0-1415",12627.7143510184,3114.01258200419,6304.72571633435,9204.46062396619,2211.25288229583,4686.46134880097,5134.804966239,0,2075.59623078988,5946.89213017277,6690.15504962313,2896.14646076638,215.04691279967,3025.11298879054,9069.27660928303,8238.51246166767,646.812190372048,1667.61169449414,6047.16140285487,3729.23111719475,4676.54938597339,12627.7143510184,4681.50536738718,22,110,"superpathway of heme b biosynthesis from uroporphyrinogen-III","superpathway of heme b biosynthesis from uroporphyrinogen-iii","Biosynthesis"
"ECASYN-PWY",13268.0620720181,3306.0205244695,5409.3102815316,9688.16869416196,3035.8484811621,5876.44042880049,4681.41610130804,0,947.758084996429,5933.00208068834,6528.071583785,2805.45081098837,190.547439763917,2981.2918518658,8927.46398352703,8108.71697197235,381.568724857772,475.830471793235,5406.71706001124,4053.61752995765,4600.26515888295,13268.0620720181,4640.84063009549,22,110,"enterobacterial common antigen biosynthesis","enterobacterial common antigen biosynthesis","Biosynthesis"
"NAD-BIOSYNTHESIS-II",14202.4167216555,3131.74976442959,5552.30997523818,9798.83993397018,2785.26397763223,4464.23748559432,4816.30527821626,0,828.461190049779,6227.30258448983,6230.60215631029,2385.42220300366,356.841215976609,3242.54440926983,9031.55185079346,7458.02761917217,325.163593030756,409.599193616852,5049.6531879126,3633.25934039042,4496.47758403763,14202.4167216555,4480.35753481597,22,110,"NAD salvage pathway III (to nicotinamide riboside)","nad salvage pathway iii (to nicotinamide riboside)","Salvage Pathways"
"PWY-6071",14761.0975163614,3330.61909474533,1655.55687301397,9995.16222746715,2308.26548896976,3912.8339179751,5028.32631656952,0,834.3075694855,6438.19520332176,6371.15085819901,3689.38717821547,143.731837002817,3422.71813397271,9386.8656145141,7549.10496849344,1168.22444187702,336.103163557587,5055.8145215691,3513.73946459216,4445.06021949514,14761.0975163614,3801.11054809528,22,110,"superpathway of phenylethylamine degradation","superpathway of phenylethylamine degradation","Degradation"
"PWY-5505",2030.35635529127,481.522288216258,1343.89744704025,2526.58924757448,17267.770804846,692.890447198066,760.170480363912,324.014919030063,14821.1702118342,2048.859795962,1335.59609804774,5776.9439149801,5595.89408862522,343.982512496826,3918.86895119497,3466.66776005078,12720.7448666169,2385.89297583631,7955.29049235107,517.789357852825,4315.74565077046,17267.770804846,2456.24111170539,23,115,"L-glutamate and L-glutamine biosynthesis","l-glutamate and l-glutamine biosynthesis","Biosynthesis"
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",14308.232672272,3163.62806232486,1339.20732256269,9629.1851284584,2440.52440388892,3832.5744204005,4909.17026568913,0,1153.40573458769,6184.78682580782,6529.77264186238,1915.48123120561,101.698029820997,3292.29761595834,8923.87398973763,8482.14695830306,687.45789793828,396.17708077316,5072.93330989939,3587.5322284127,4297.50429099518,14308.232672272,3710.0533244066,22,110,"4-hydroxyphenylacetate degradation","4-hydroxyphenylacetate degradation","Degradation"
"PWY-5265",390.183601556189,659.932610254558,914.214570561993,154.205422138756,5605.98328000303,4111.64010953767,35.7813308397616,1383.2635153104,856.136769370706,3457.53075865483,1682.99757155764,16072.6377854146,14577.797642278,17.7484985317329,1546.07145025549,639.424968086556,7505.64332522622,2182.30978691364,20841.015834187,0,4131.72594153394,20841.015834187,1614.53451090657,22,110,"peptidoglycan biosynthesis II (staphylococci)","peptidoglycan biosynthesis ii (staphylococci)","Biosynthesis"
"PWY-5920",452.139258534373,1421.90222989225,1362.77694883782,232.201392972609,800.197326784117,4742.5191255244,142.183925816761,30977.3061673773,2847.23482643485,1027.3571333886,610.571574970168,5962.78604231616,1369.96865971759,269.845340503331,3065.04988282857,4732.6703911211,8041.62913929201,1654.60207094704,12233.2064529914,331.968454276048,4113.90581722632,30977.3061673773,1538.25215041964,23,115,"superpathway of heme b biosynthesis from glycine","superpathway of heme b biosynthesis from glycine","Biosynthesis"
"P164-PWY",849.512227945652,3125.60946830918,4058.62827085551,1407.71059976928,6154.10634791985,0,0,0,10864.9106493358,3745.447787383,5261.03350320302,5799.72986533673,2890.17470377589,23.8570335938991,10764.0863260568,1261.97443737092,8051.01632368651,3322.39693583905,6619.69053770081,4130.32678979237,3916.51059039372,10864.9106493358,3830.97918888836,20,100,"purine nucleobases degradation I (anaerobic)","purine nucleobases degradation i (anaerobic)","Fermentation"
"PWY0-1338",13892.1566963045,2892.03438425956,1371.10489270213,9285,2459.22221226288,3709.68741043122,4567.13298884961,0,593.657644170134,5837.22222222222,5682.65671413142,2416.68111268844,120.592564422765,3149.66777810739,7840.26600363183,6718.02039602946,214.444444444444,225.577464788732,3930.91646725524,3208.33333333333,3905.71873650177,13892.1566963045,3459.01037188227,22,110,"polymyxin resistance","polymyxin resistance","Other Metabolic Pathways"
"PWY-7873",12497.5525559436,2601.5,1371.99407329598,8366.48709479941,1911.85733053279,3260.38446400829,4121.61079499268,189.459409020218,654.466755938236,5347.99152631566,5265.67728120408,1878.91669797973,132.294719522475,2754.36738699425,7554.91980597443,7279.44785694554,5056.51182698794,347.327002815248,4035.68431334048,2887.5,3875.79754483055,12497.5525559436,3568.09100441942,23,115,"D-erythronate degradation II","d-erythronate degradation ii","Degradation"
"PWY-7323",2697.7715830038,819.87069891137,3483.07045473213,2501.74561974546,10204.2768794747,2089.54265614618,1868.53682633667,469.213139173826,21087.3454442611,698.468004094481,2130.96702653945,4234.08585850161,4506.51063384467,287.303955266987,3194.69230372581,1370.67571631511,5387.66541370796,3446.54163298829,5313.43087424069,969.782725376458,3838.07487231934,21087.3454442611,2946.23194336481,23,115,"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","superpathway of gdp-mannose-derived o-antigen building blocks biosynthesis","Biosynthesis"
"PWY-7874",12497.5525559436,2601.5,1371.99407329598,8366.48709479941,1911.85733053279,3260.38446400829,4154.49717833749,149,654.466755938236,5347.99152631566,5265.67728120408,1975.53324209221,132.294719522475,2767.73272033263,7407.41598793814,7279.44785694554,2854.99289027282,254.173143327745,4035.68431334048,2887.5,3758.80915670738,12497.5525559436,3073.94223200414,23,115,"L-threonate degradation","l-threonate degradation","Degradation"
"PWY-622",1817.61059402908,3232.39273766743,1941.21606017844,19.9759285883183,21143.7826036933,7508.7902448449,1044.45803504003,1042.03337024066,337.981270760057,762.954302488664,2115.16138174303,8863.73391539081,8742.06445315938,1176.88264509339,285.961406288116,2004.41653729045,225.334843095262,69.8722887675134,12754.7080919404,0,3754.46653551496,21143.7826036933,1879.41332710376,22,110,"starch biosynthesis","starch biosynthesis","Biosynthesis"
"PWY-821",540.881630798186,1714.80201057424,2294.32110184241,574.098012487525,635.743903107615,5652.92105190955,694.942617889681,1289.6540079636,1596.7316354548,2203.39987283141,1559.67446936342,4762.08898993012,1723.85840167077,543.826175322821,6252.97006613622,1742.0018420343,26086.6204807742,1143.03259141377,10861.3488758883,1388.45658542584,3663.06871614094,26086.6204807742,1719.33020612251,23,115,"superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","superpathway of sulfur amino acid biosynthesis (saccharomyces cerevisiae)","Biosynthesis"
"PWY-7013",1517.53773289601,920.867619883884,5666.60962167167,5127.00134725394,13346.6190669475,11.999282924235,0,0,10667.3862549443,1245.77648416013,5031.93812557384,1714.59683568708,10559.1740262046,806.51766082887,1286.25778752459,1219.73411734629,500.163439871035,9462.36093865937,3113.51566465558,137.812144701058,3616.7934075867,13346.6190669475,1616.06728429154,21,105,"(S)-propane-1,2-diol degradation","(s)-propane-1,2-diol degradation","Degradation"
"POLYAMSYN-PWY",1551.0950179062,402.906162021731,1937.33877285004,1670.71568545751,6641.76085762304,2113.28174841232,414.545295679877,487.302803946885,3963.37023820099,1129.55774858121,2517.69508338218,3795.63195737586,3891.82973122643,392.340097700099,2913.48582160736,3598.62199875739,15170.5323528324,4444.2529139731,11143.0037386478,255.921876335433,3421.75949512589,15170.5323528324,2715.59045249477,23,115,"superpathway of polyamine biosynthesis I","superpathway of polyamine biosynthesis i","Biosynthesis"
"PWY-1861",0,441.328917461125,587.817026260281,0,8273.90318357154,2382.80533907754,311.893916797957,653.838510771291,1053.31410337087,135.420584500628,214.839720818335,17462.3190542214,10364.07920258,14.8060797392795,7485.15812400458,284.364626647214,7057.75784938416,901.818631683898,620.849336323001,8423.34175263594,3333.48279799245,17462.3190542214,777.828571227595,21,105,"formaldehyde assimilation II (assimilatory RuMP Cycle)","formaldehyde assimilation ii (assimilatory rump cycle)","Other Metabolic Pathways"
"CITRULBIO-PWY",1181.06217417394,699.830157114622,4105.05170828283,504.367994843705,1152.38188249598,4439.1093273283,301.96425451019,4224.28123454104,6946.93356543652,1279.14455669651,3009.44106825763,6068.88480873387,2332.32446404893,381.173933443126,4000.82003626509,7402.67717897563,11309.829141517,2746.57259457836,4115.76465144053,320.236089858775,3326.09254112713,11309.829141517,3167.76680469238,23,115,"L-citrulline biosynthesis","l-citrulline biosynthesis","Biosynthesis"
"P163-PWY",3.43444372125353,183.141464740951,2042.76120510181,5498.97628569697,1037.2584440825,0,0,0,6359.36283969118,550.653548936569,4899.26126223972,286.026359657836,56.153690334207,312.930733118707,3551.44199344169,1471.9509362076,2924.13431893762,30918.0584676452,1201.02796665808,32.7831239746321,3066.46785420933,30918.0584676452,1119.14320537029,20,100,"L-lysine fermentation to acetate and butanoate","l-lysine fermentation to acetate and butanoate","Fermentation"
"PWY-4984",1000.71386522039,618.366825584103,3386.89693764753,424.87675442607,1142.16835124838,2024.79276284001,131.016853624002,563.903266377745,6782.00264333183,1117.85296695817,2743.27456226386,5207.22359449588,3248.9343974138,324.428979347929,3594.0499117841,7505.57457253348,11263.8312313047,2925.52793363354,4528.70882057592,272.837130604986,2940.34911806082,11263.8312313047,2834.4012479487,23,115,"urea cycle","urea cycle","Other Metabolic Pathways"
"RUMP-PWY",0,336.24505373702,438.104443809194,0,5608.25432906288,1825.59821798301,235.886564394013,467.816429748675,796.289237561525,101.762662595311,161.010206237057,15526.1524503438,8238.880642236,11.1095574577592,5824.69764206999,213.208088739257,4898.99061265582,554.352014334145,462.828023333724,12335.8449888018,2901.85155825505,15526.1524503438,511.08422204141,21,105,"formaldehyde oxidation I","formaldehyde oxidation i","Other Metabolic Pathways"
"PWY0-1477",839.79663240685,1109.1754252931,14261.7886698951,75.0590146000506,1079.77279362596,4126.23285785918,273.583100203459,2689.1904285073,5662.29687242616,557.249936131125,2972.2368324886,5299.28892574542,3451.86633686338,577.018035644264,539.179052157838,2843.33517516438,628.926884582464,7045.438096561,1759.95896897386,613.163645797743,2820.22788424636,14261.7886698951,2224.57469874058,23,115,"ethanolamine utilization","ethanolamine utilization","Other Metabolic Pathways"
"COLANSYN-PWY",355.048091655061,1065.99199214571,1045.33568838562,343.690862661315,10312.2622812535,707.068912056713,2393.35730427256,578.957012981507,24049.9925414408,710.576380889172,271.870037205086,4309.90857237591,3275.52437418934,330.191887391017,1814.1742408065,72.826613203687,450.224725538483,230.275342226072,278.565456039712,1280.02128345753,2693.79318000877,24049.9925414408,877.956034637398,23,115,"colanic acid building blocks biosynthesis","colanic acid building blocks biosynthesis","Biosynthesis"
"PWY-5419",248.746385114937,2893.78713488127,869.185613302287,153.366721306229,600.624196125453,5302.59936702297,634.030888061792,61.9604147992398,974.161303537344,1855.67686912187,2519.04706426834,2285.05696646961,68.7864770610628,154.582622532988,6599.4789561168,3952.73492771304,12057.3888465594,1297.16385629353,5300.0456185944,5289.60850310828,2655.90163659954,12057.3888465594,2070.36691779574,23,115,"catechol degradation to 2-hydroxypentadienoate II","catechol degradation to 2-hydroxypentadienoate ii","Degradation"
"PWY-5022",0,0,1481.94574768375,564.676152532726,3396.42533295551,1638.33495618306,0,662.675086482606,0,0,3215.06753161887,4796.11239835122,2353.01131376942,290.579989047824,2712.28302394741,5019.89873216719,15327.2909604283,2381.82093008776,4704.3568151012,0,2427.22394851784,15327.2909604283,1995.67313497624,17,85,"4-aminobutanoate degradation V","4-aminobutanoate degradation v","Degradation"
"P125-PWY",37.6210216803003,63.6897490194099,6534.12670811674,1162.91548604331,307.819490086032,18898.2392520179,233.798227916669,112.903345414597,1471.35272856699,260.141486848182,338.476646924645,2889.02079334644,2260.48344017068,3318.54478542949,586.973444120393,890.449457804421,878.084003666502,389.368881375008,5756.41506987111,0,2319.52120092094,18898.2392520179,884.266730735462,22,110,"superpathway of (R,R)-butanediol biosynthesis","superpathway of (r,r)-butanediol biosynthesis","Biosynthesis"
"PWY-5497",279.636822481523,1521.25090129515,2551.74998314856,552.666995262064,4859.26835268708,59.1144280482287,373.273269726292,223.420165799782,4093.22614410619,1768.14165199292,2964.18799111686,5102.27491667291,3107.95165853205,8.96650684090578,5436.92600236996,505.253204822495,5156.59371913681,2323.25233896522,4429.15960387166,872.234438805603,2309.42745478411,5436.92600236996,2316.33989687467,23,115,"purine nucleobases degradation II (anaerobic)","purine nucleobases degradation ii (anaerobic)","Fermentation"
"PWY-7199",1777.91903234718,498.589995686682,2056.13124229139,85.8072291668839,348.992254856057,2127.58502711521,0,189.643714640541,5995.59134276259,525.617232010208,1615.4687788481,5078.60254778719,2385.84467458696,213.263536932179,1679.48783058974,2831.9548138334,3529.01713771033,5092.25933330949,9582.1110144306,220.418021788954,2291.71523803468,9582.1110144306,1917.02513731928,22,110,"pyrimidine deoxyribonucleosides salvage","pyrimidine deoxyribonucleosides salvage","Salvage Pathways"
"PWY-6344",3.91189093141781,0,927.862165173982,5611.76532169325,1356.45344488984,0,0,0,5349.9635433116,434.177502635272,4315.55875839891,38.4346723222728,124.032994433132,217.206350551341,3700.83705187044,1522.73937435752,4090.32612385357,15449.2656828496,1641.17182280505,0,2239.18533500386,15449.2656828496,1142.15780503191,18,90,"L-arginine degradation XIV (oxidative Stickland reaction)","l-arginine degradation xiv (oxidative stickland reaction)","Degradation"
"GLUDEG-I-PWY",743.619531191907,340.210241787409,3835.33744822623,576.411565527181,5737.69289701585,1006.07063959921,575.003451042946,320.748406907752,1674.78423904299,1704.5555007692,3658.17391641468,4225.48312339276,4287.21189649033,390.659641495429,2900.27074658075,3166.41012279175,1636.93796722028,2296.61841226917,4785.34949544201,475.381021196678,2216.84651322023,5737.69289701585,1960.70100699471,23,115,"GABA shunt","gaba shunt","Other Metabolic Pathways"
"PWY-5130",40.5751748255757,1197.95392934127,2064.15367573139,237.388062907423,2786.36728157958,2968.15814407433,1442.20995151489,41.5926836610105,9834.30764134526,688.554120927833,1694.45335116156,4051.46452569558,1402.33383818991,182.433440988807,1769.34864205118,248.115777063846,2627.3399739384,4192.42627762118,6479.30592258214,296.50964499919,2212.24960301002,9834.30764134526,1731.90099660637,23,115,"2-oxobutanoate degradation I","2-oxobutanoate degradation i","Degradation"
"PWY-6396",93.3179375072923,161.424512866092,5732.55735240642,2234.55191430938,777.364582979653,8607.5813452017,490.767483729953,265.392078403908,2000.51656113626,551.550527432174,707.933432518221,4494.49971848863,4477.90633889013,3246.70703459052,1209.76019121456,1716.33494797069,769.714732751469,340.142068864381,5796.33894641106,0,2183.71808538362,8607.5813452017,1463.04756959262,22,110,"superpathway of 2,3-butanediol biosynthesis","superpathway of 2,3-butanediol biosynthesis","Biosynthesis"
"PWY-6292",159.040112565881,625.21677295823,2660.59022643306,91.60184644403,5302.81011564086,6260.8885754536,126.814755261013,237.741598421794,3647.24032143714,172.176319334359,277.814988217802,4638.45169484356,898.320076378421,146.447904861549,4728.26600775464,3189.98590474493,3595.29565518966,1075.43840686826,5523.90932066925,173.219192673015,2176.56348980755,6260.8885754536,1626.00094833791,23,115,"superpathway of L-cysteine biosynthesis (mammalian)","superpathway of l-cysteine biosynthesis (mammalian)","Biosynthesis"
"RHAMCAT-PWY",57.508511050351,19,109.729986228892,98.5,1572.21743019874,16140.4332423493,1081,20.665362035225,16885.6398371476,201.348900228295,122.464858858802,1828.98579156156,1380.90939296417,131.71,568.289709358548,20.90805907173,119.773235488646,62,1265.42310076904,167,2092.67537086554,16885.6398371476,184.174450114147,23,115,"L-rhamnose degradation I","l-rhamnose degradation i","Degradation"
"PWY-7783",544.824047293633,496.744719831311,1618.22332604453,6406.29007300347,75.5792004238666,2776.74010615514,0,31.7682209144409,10666.2438270244,1133.98196951742,5034.11289669438,1137.31396364865,111.976544502618,732.102353834472,4527.37324396291,2318.69813229923,967.07418993102,390.46072441094,1615.3566553463,91.7994905033698,2033.83318426711,10666.2438270244,1135.64796658303,22,110,"plasmalogen degradation","plasmalogen degradation","Degradation"
"PWY66-409",0,1981.75020593308,1804.60729112966,284.841120906681,79.8839876722673,84.6837398845473,433.924950363495,827.807692954218,0,2287.86875765849,261.932597246443,310.470482568872,0,343.435851718193,5176.77120303162,1316.60463766568,23338.516225009,2110.48445944919,8.49738068429169,0,2032.60402919378,23338.516225009,388.680401040844,19,95,"superpathway of purine nucleotide salvage","superpathway of purine nucleotide salvage","Salvage Pathways"
"PWY-5705",161.395967511832,2209.50922701132,662.033399146323,63.3555298740878,445.47355542527,1341.95929018879,302.733223951082,197.880926272618,2162.27636734077,1070.17428281287,1376.08956435759,4769.61802225984,1980.30600336873,95.5229499986819,4621.49279667511,280.957640665389,10593.6634985652,658.114519180379,2175.62646385938,5327.75052993042,2024.79668791978,10593.6634985652,1359.02442727319,23,115,"allantoin degradation to glyoxylate III","allantoin degradation to glyoxylate iii","Degradation"
"GALACTITOLCAT-PWY",0,113.626327216973,1856.19557115261,7.98075515888879,2666.79418405267,21430.0227672647,291.862344169617,124.504922999243,1939.97839328826,108.474229077646,450.995559887187,2078.1028617264,4198.13668516081,281.366407680992,589.110198800247,155.735994044793,1779.08433055409,180.505491059245,1731.95029459304,0,1999.22136589437,21430.0227672647,520.052879343717,21,105,"galactitol degradation","galactitol degradation","Degradation"
"PWY-5180",187.375256107044,1041.58618111494,940.991575243294,161.769708980315,634.824640743534,1066.83357737922,235.484974811442,306.676458437748,709.0755822563,314.291539729369,2604.90187486848,2602.82808631982,2769.87795695268,212.03740608663,2592.52121183648,2749.59769089767,16028.7571622225,1754.55763762458,2410.22961260347,67.9014013909234,1969.60597678032,16028.7571622225,1054.20987924708,23,115,"toluene degradation I (aerobic) (via o-cresol)","toluene degradation i (aerobic) (via o-cresol)","Degradation"
"PWY-6313",386.744424094935,422.829789421245,432.842725704221,1666.98379936319,11.992925411235,1030.80783283386,5192.94126421779,73.0975014832883,1492.28123572028,965.114337767058,818.430922397126,5632.20569674683,2114.01774717331,186.77314577172,831.474222900104,8768.24706570583,7967.7379820516,770.618824582339,353.686128822828,272.502409677008,1969.56649909229,8768.24706570583,898.294280333581,23,115,"serotonin degradation","serotonin degradation","Degradation"
"PWY-5692",161.395967511832,2209.50922701132,390.964349929899,41.25235964663,445.47355542527,1341.95929018879,302.733223951082,150.9722931671,2162.27636734077,1070.17428281287,1376.08956435759,4769.61802225984,1980.30600336873,70.7246140330526,4621.49279667511,122.730660051455,7543.49469861558,561.800117997288,2175.62646385938,5327.75052993042,1841.3172194067,7543.49469861558,1359.02442727319,23,115,"allantoin degradation to glyoxylate II","allantoin degradation to glyoxylate ii","Degradation"
"URDEGR-PWY",161.395967511832,2209.50922701132,390.964349929899,41.25235964663,445.47355542527,1341.95929018879,302.733223951082,150.9722931671,2162.27636734077,1070.17428281287,1376.08956435759,4769.61802225984,1980.30600336873,70.7246140330526,4621.49279667511,122.730660051455,7543.49469861558,561.800117997288,2175.62646385938,5327.75052993042,1841.3172194067,7543.49469861558,1359.02442727319,23,115,"superpathway of allantoin degradation in plants","superpathway of allantoin degradation in plants","Degradation"
"GLCMANNANAUT-PWY",644.03449078549,642.980706350498,1887.25814049114,4.4456722932962,12069.5895000966,512.688382455759,211.113306541795,388.671952092992,2918.62993100195,248.311987898672,1793.09856030106,2847.2377941139,4923.59648977573,331.078053859007,228.557051231208,122.572437501907,167.82553421567,3367.8391821964,3024.55935515331,57.366641782018,1819.57275850692,12069.5895000966,643.507598567994,23,115,"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation","superpathway of n-acetylglucosamine, n-acetylmannosamine and n-acetylneuraminate degradation","Degradation"
"LACTOSECAT-PWY",439.442296126675,266.558891204416,396.175652796,0,1865.56628667273,22739.8212374921,158.628358014,0,507.227948900803,124.753810455212,77.9572846736941,1942.53703822198,5623.13897244349,175.083036357931,231.716271082086,158.561742199732,160.364334152741,0,598.23408323742,0,1773.28836220155,22739.8212374921,249.137581143251,19,95,"lactose and galactose degradation I","lactose and galactose degradation i","Degradation"
"GOLPDLCAT-PWY",380.162836518998,734.940466025362,2134.05686958859,2011.22787659065,659.740725045611,81.8541899884411,23.3394486487801,69.0727410415205,5430.21559565254,887.581913408893,2757.62609673279,1329.62133274558,4195.10569760217,269.635794245046,2161.12858702951,864.605715225422,3322.78602124994,3893.91988498405,3421.58999679484,220.291814224844,1742.42518016718,5430.21559565254,1536.02325645638,23,115,"superpathway of glycerol degradation to 1,3-propanediol","superpathway of glycerol degradation to 1,3-propanediol","Degradation"
"PWY-7431",405.719496139132,415.277584376571,411.252227336948,1704.30892821024,11.9829372780202,987.10058587525,4768.38352880747,65.5627431835193,1327.64562612885,981.738379953617,810.12660817762,3950.60810429947,1730.33917673644,192.072017464518,819.730268730917,7791.93041536127,7046.99554484208,710.645863310254,349.612742629391,267.658878363822,1737.43458286027,7791.93041536127,900.734324342267,23,115,"aromatic biogenic amine degradation (bacteria)","aromatic biogenic amine degradation (bacteria)","Degradation"
"PWY-7456",167.542419613059,68.8015390152967,341.09857538213,0,2822.37864287573,0,2416.73796436053,54.7938685991989,22541.2386377487,460.874695023736,0,2688.70106973811,2030.5541702155,0,138.285498375184,48.2655953329023,64.448887871214,0,0,557.432751040212,1720.05771575958,22541.2386377487,152.913958994121,17,85,"&beta;-(1,4)-mannan degradation","&beta;-(1,4)-mannan degradation","Degradation"
"P101-PWY",48.6288401680957,515.196835508409,361.534616953655,36.0799689494211,47.9734326902367,24.6259312670969,79.0089512884023,0,864.584126945017,148.62981986276,397.173729689264,1922.97220025051,61.4130662067286,79.0423986253457,1694.37999130125,281.42709551642,21679.692920107,688.780295395206,5229.7029665522,0,1708.04235936385,21679.692920107,321.480856235038,21,105,"ectoine biosynthesis","ectoine biosynthesis","Biosynthesis"
"PWY-5101",0,50.7862082880812,102.58011306438,243.609817346392,930.890682222126,0,2596.0213175533,47.47015724596,24992.4444911959,515.907122684206,140.106393141718,2122.76939439999,120.600587198866,0,1383.08001400256,29.9743935960576,0,162.552063335176,127.161102370195,489.958368225995,1702.79561129355,24992.4444911959,151.329228238447,19,95,"L-isoleucine biosynthesis II","l-isoleucine biosynthesis ii","Biosynthesis"
"PWY-5747",57.3424551624582,0,790.641074098473,111.362644035419,243.130707961055,326.233303411939,130.91502265496,182.696025476692,935.670792966198,724.384772899062,553.388980591785,1825.75744540521,347.673298085808,115.574669821672,1884.36572939579,7.07199855086018,18083.567951679,497.161372934162,5050.68450789164,580.714977233565,1622.41688651279,18083.567951679,525.275176762974,22,110,"2-methylcitrate cycle II","2-methylcitrate cycle ii","Other Metabolic Pathways"
